# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L4C.r1.gsnap_reads.tab" "-F" "GTF" "aln/L4C.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L4C.r1.gsnap.bam
CLUG_04875	Supercontig_1.6	93515	95878	+	2364	1246
CLUG_04876	Supercontig_1.6	97307	100351	+	3045	4863
CLUG_04877	Supercontig_1.6	101030	103705	+	2676	306
CLUG_04878	Supercontig_1.6	104797	106191	-	1395	2
CLUG_04879	Supercontig_1.6	106508	107953	+	1446	1516
CLUG_04880	Supercontig_1.6	108705	109121	+	417	1437
CLUG_04881	Supercontig_1.6	110950	112134	-	1185	3624
CLUG_04882	Supercontig_1.6	111013	112263	+	1251	3382
CLUG_04883	Supercontig_1.6	112769	113236	-	468	15
CLUG_04884	Supercontig_1.6	114315	116570	+	2256	704
CLUG_04885	Supercontig_1.6	114360	116582	-	2223	765
CLUG_04886	Supercontig_1.6	119645	120181	+	537	136
CLUG_04887	Supercontig_1.6	120314	120766	-	453	35616
CLUG_04888	Supercontig_1.6	122671	123360	+	690	780
CLUG_04889	Supercontig_1.6	125171	125836	+	666	2655
CLUG_04890	Supercontig_1.6	126959	130354	+	3396	958
CLUG_04891	Supercontig_1.6	131248	131877	+	630	1
CLUG_04892	Supercontig_1.6	132627	133379	+	753	1
CLUG_04893	Supercontig_1.6	134633	137350	+	2718	3235
CLUG_04894	Supercontig_1.6	137424	138791	-	1368	1696
CLUG_04895	Supercontig_1.6	140112	141098	+	987	10
CLUG_04896	Supercontig_1.6	143102	143968	+	867	3
CLUG_04897	Supercontig_1.6	146532	147380	+	849	3
CLUG_04898	Supercontig_1.6	148021	149259	-	1239	1704
CLUG_04899	Supercontig_1.6	151548	152771	-	1224	47
CLUG_04900	Supercontig_1.6	153618	154115	-	498	16
CLUG_04901	Supercontig_1.6	154491	155081	-	591	2054
CLUG_04902	Supercontig_1.6	157567	158946	+	1380	127
CLUG_04903	Supercontig_1.6	159886	161007	+	1122	1746
CLUG_04904	Supercontig_1.6	161648	163576	+	1929	754
CLUG_04905	Supercontig_1.6	163768	167127	-	3360	4371
CLUG_04906	Supercontig_1.6	168022	169170	+	1149	19790
CLUG_04907	Supercontig_1.6	169647	170378	-	732	584
CLUG_04908	Supercontig_1.6	169890	170369	+	480	298
CLUG_04909	Supercontig_1.6	172822	174534	-	1713	31431
CLUG_04910	Supercontig_1.6	173122	174498	+	1377	25122
CLUG_04911	Supercontig_1.6	176492	182452	-	5961	7049
CLUG_04912	Supercontig_1.6	184544	185773	-	1230	3700
CLUG_04913	Supercontig_1.6	184808	185404	+	597	414
CLUG_04914	Supercontig_1.6	184905	185372	+	468	0
CLUG_04915	Supercontig_1.6	188108	189724	-	1617	4339
CLUG_04916	Supercontig_1.6	190698	191168	-	471	696
CLUG_04917	Supercontig_1.6	190732	191244	+	513	766
CLUG_04918	Supercontig_1.6	191570	193354	-	1785	634
CLUG_04919	Supercontig_1.6	193909	196368	-	2460	2263
CLUG_04920	Supercontig_1.6	197828	200389	+	2562	244
CLUG_04921	Supercontig_1.6	198792	199289	+	498	0
CLUG_04922	Supercontig_1.6	200484	202157	+	1674	1837
CLUG_04923	Supercontig_1.6	202174	202641	-	468	1126
CLUG_04924	Supercontig_1.6	202826	205609	-	2784	3384
CLUG_04925	Supercontig_1.6	206185	207399	-	1215	8302
CLUG_04926	Supercontig_1.6	208512	210101	+	1590	792
CLUG_04927	Supercontig_1.6	208614	210104	-	1491	779
CLUG_04928	Supercontig_1.6	212006	213568	-	1563	862
CLUG_04929	Supercontig_1.6	215281	216090	+	810	12440
CLUG_04930	Supercontig_1.6	215520	216005	-	486	5431
CLUG_04931	Supercontig_1.6	217836	219599	-	1764	3872
CLUG_04932	Supercontig_1.6	218130	219707	+	1578	4254
CLUG_04933	Supercontig_1.6	220762	221811	+	1050	2628
CLUG_04934	Supercontig_1.6	222953	224347	+	1395	2623
CLUG_04935	Supercontig_1.6	225823	227250	+	1428	718
CLUG_04936	Supercontig_1.6	226279	227535	-	1257	1169
CLUG_04937	Supercontig_1.6	227282	227677	+	396	1256
CLUG_04938	Supercontig_1.6	228487	232131	-	3645	8158
CLUG_04939	Supercontig_1.6	233323	235032	-	1710	4453
CLUG_04940	Supercontig_1.6	236417	236869	-	453	74
CLUG_04941	Supercontig_1.6	236551	237189	-	639	171
CLUG_04942	Supercontig_1.6	237473	239224	-	1752	781
CLUG_04943	Supercontig_1.6	237892	238356	-	465	0
CLUG_04944	Supercontig_1.6	237938	238663	+	726	218
CLUG_04945	Supercontig_1.6	241508	242107	+	600	11005
CLUG_04946	Supercontig_1.6	242230	242721	-	492	1000
CLUG_04947	Supercontig_1.6	243145	244257	+	1113	2416
CLUG_04948	Supercontig_1.6	243343	244434	-	1092	2375
CLUG_04949	Supercontig_1.6	244524	245018	+	495	1257
CLUG_04950	Supercontig_1.6	244626	245150	-	525	1293
CLUG_04951	Supercontig_1.6	246238	247257	-	1020	54
CLUG_04952	Supercontig_1.6	248127	250409	+	2283	1353
CLUG_04953	Supercontig_1.6	251558	253195	+	1638	2532
CLUG_04954	Supercontig_1.6	253325	254020	-	696	729
CLUG_04955	Supercontig_1.6	254130	255746	-	1617	17
CLUG_04956	Supercontig_1.6	256941	257420	+	480	1184
CLUG_04957	Supercontig_1.6	256983	257306	-	324	995
CLUG_04958	Supercontig_1.6	257515	259467	-	1953	27100
CLUG_04959	Supercontig_1.6	260220	263486	+	3267	2663
CLUG_04960	Supercontig_1.6	263633	266110	+	2478	2485
CLUG_04961	Supercontig_1.6	268047	269711	+	1665	3998
CLUG_04962	Supercontig_1.6	270080	271129	+	1050	3463
CLUG_04963	Supercontig_1.6	271248	272189	+	942	4249
CLUG_04964	Supercontig_1.6	272827	273138	+	312	1994
CLUG_04965	Supercontig_1.6	273250	274062	-	813	668
CLUG_04966	Supercontig_1.6	274959	278060	+	3102	11217
CLUG_04967	Supercontig_1.6	282980	283528	-	549	1271
CLUG_04968	Supercontig_1.6	285264	285992	+	729	26176
CLUG_04969	Supercontig_1.6	286360	287322	+	963	2604
CLUG_04970	Supercontig_1.6	287663	288451	+	789	3535
CLUG_04971	Supercontig_1.6	288569	289690	-	1122	2160
CLUG_04972	Supercontig_1.6	290908	291690	+	783	2414
CLUG_04973	Supercontig_1.6	291800	294859	-	3060	2391
CLUG_04974	Supercontig_1.6	295080	297254	-	2175	2371
CLUG_04975	Supercontig_1.6	297784	298959	-	1176	5082
CLUG_04976	Supercontig_1.6	299217	300068	-	852	2037
CLUG_04977	Supercontig_1.6	300824	302161	+	1338	5577
CLUG_04978	Supercontig_1.6	302380	303495	+	1116	566
CLUG_04979	Supercontig_1.6	304703	305386	+	684	17616
CLUG_04980	Supercontig_1.6	305778	307145	-	1368	11488
CLUG_04981	Supercontig_1.6	308717	310366	+	1650	2708
CLUG_04982	Supercontig_1.6	310873	311514	+	642	1
CLUG_04983	Supercontig_1.6	310933	311526	-	594	1
CLUG_04984	Supercontig_1.6	312578	313660	+	1083	208
CLUG_04985	Supercontig_1.6	314240	316177	-	1938	14878
CLUG_04986	Supercontig_1.6	316867	317184	-	318	558
CLUG_04987	Supercontig_1.6	316884	317381	+	498	526
CLUG_04988	Supercontig_1.6	317439	323195	+	5757	4224
CLUG_04989	Supercontig_1.6	323289	328568	-	5280	2985
CLUG_04990	Supercontig_1.6	330304	331479	+	1176	3091
CLUG_04991	Supercontig_1.6	332866	333885	+	1020	2219
CLUG_04992	Supercontig_1.6	336441	338429	-	1989	2302
CLUG_04993	Supercontig_1.6	339231	339932	-	702	906
CLUG_04994	Supercontig_1.6	340741	344832	-	4092	4587
CLUG_04995	Supercontig_1.6	346796	348211	+	1416	26502
CLUG_04996	Supercontig_1.6	346850	348178	-	1329	25519
CLUG_04997	Supercontig_1.6	349167	350123	+	957	913
CLUG_04998	Supercontig_1.6	350909	351547	+	639	1721
CLUG_04999	Supercontig_1.6	351053	351586	-	534	1641
CLUG_05000	Supercontig_1.6	352135	352860	-	726	2948
CLUG_05001	Supercontig_1.6	353588	353863	-	276	791
CLUG_05002	Supercontig_1.6	355269	356939	+	1671	2392
CLUG_05003	Supercontig_1.6	357509	359584	+	2076	4130
CLUG_05004	Supercontig_1.6	361069	361779	+	711	8797
CLUG_05005	Supercontig_1.6	363279	363998	+	720	5651
CLUG_05006	Supercontig_1.6	365044	365811	+	768	1196
CLUG_05007	Supercontig_1.6	366831	368375	-	1545	16
CLUG_05008	Supercontig_1.6	369526	371013	-	1488	127
CLUG_05009	Supercontig_1.6	372102	373535	-	1434	0
CLUG_05010	Supercontig_1.6	374855	376708	+	1854	4299
CLUG_05011	Supercontig_1.6	377280	378374	+	1095	742
CLUG_05012	Supercontig_1.6	379144	380805	-	1662	5480
CLUG_05013	Supercontig_1.6	383182	384135	-	954	634
CLUG_05014	Supercontig_1.6	383224	384090	+	867	609
CLUG_05015	Supercontig_1.6	384506	385042	-	537	2843
CLUG_05016	Supercontig_1.6	384740	385207	+	468	1672
CLUG_05017	Supercontig_1.6	385315	386562	+	1248	1845
CLUG_05018	Supercontig_1.6	387070	387789	-	720	5
CLUG_05019	Supercontig_1.6	388932	389666	+	735	884
CLUG_05020	Supercontig_1.6	391518	392435	+	918	1822
CLUG_05021	Supercontig_1.6	392998	393717	+	720	666
CLUG_05022	Supercontig_1.6	394914	397973	-	3060	3860
CLUG_05023	Supercontig_1.6	398844	400085	-	1242	429
CLUG_05024	Supercontig_1.6	400667	401932	-	1266	1084
CLUG_05025	Supercontig_1.6	402929	404197	+	1269	1594
CLUG_05026	Supercontig_1.6	403597	404067	-	471	839
CLUG_05027	Supercontig_1.6	405195	405752	-	558	1875
CLUG_05028	Supercontig_1.6	407174	407743	+	570	3179
CLUG_05029	Supercontig_1.6	407246	407749	-	504	3155
CLUG_05030	Supercontig_1.6	409521	410807	-	1287	3605
CLUG_05031	Supercontig_1.6	412147	412905	-	759	882
CLUG_05032	Supercontig_1.6	413635	416373	-	2739	6748
CLUG_05033	Supercontig_1.6	419105	420085	-	981	1706
CLUG_05034	Supercontig_1.6	419126	419923	+	798	1507
CLUG_05035	Supercontig_1.6	420480	421340	-	861	834
CLUG_05036	Supercontig_1.6	423486	425408	+	1923	1317
CLUG_05037	Supercontig_1.6	425512	426408	+	897	1678
CLUG_05038	Supercontig_1.6	428087	431770	+	3684	5623
CLUG_05039	Supercontig_1.6	431855	432880	-	1026	2373
CLUG_05040	Supercontig_1.6	433601	436927	+	3327	6016
CLUG_05041	Supercontig_1.6	438118	439170	-	1053	7
CLUG_05042	Supercontig_1.6	438167	441139	+	2973	3404
CLUG_05043	Supercontig_1.6	438281	439144	-	864	0
CLUG_05044	Supercontig_1.6	439154	439903	-	750	955
CLUG_05045	Supercontig_1.6	439377	439970	+	594	0
CLUG_05046	Supercontig_1.6	441467	443131	-	1665	2125
CLUG_05047	Supercontig_1.6	444948	447077	+	2130	5095
CLUG_05048	Supercontig_1.6	447207	449069	-	1863	76390
CLUG_05049	Supercontig_1.6	448095	449285	+	1191	37407
CLUG_05050	Supercontig_1.6	450902	452650	-	1749	5475
CLUG_05051	Supercontig_1.6	454378	456549	+	2172	815
CLUG_05052	Supercontig_1.6	458788	459462	+	675	18980
CLUG_05053	Supercontig_1.6	460139	461725	-	1587	6138
CLUG_05054	Supercontig_1.6	462089	463690	-	1602	2692
CLUG_05055	Supercontig_1.6	464280	465806	-	1527	1070
CLUG_05056	Supercontig_1.6	468083	469639	+	1557	1285
CLUG_05057	Supercontig_1.6	470411	471937	-	1527	10170
CLUG_05058	Supercontig_1.6	470417	471844	+	1428	9963
CLUG_05059	Supercontig_1.6	472222	474747	-	2526	2328
CLUG_05060	Supercontig_1.6	475500	477050	-	1551	3272
CLUG_05061	Supercontig_1.6	478621	479112	-	492	1285
CLUG_05062	Supercontig_1.6	480472	481008	-	537	206
CLUG_05063	Supercontig_1.6	482128	482823	+	696	335
CLUG_05064	Supercontig_1.6	482641	483147	-	507	312
CLUG_05065	Supercontig_1.6	482720	483934	+	1215	960
CLUG_05066	Supercontig_1.6	484210	484923	-	714	4451
CLUG_05067	Supercontig_1.6	485455	485853	-	399	1040
CLUG_05068	Supercontig_1.6	486944	488143	-	1200	1222
CLUG_05069	Supercontig_1.6	489095	489682	-	588	610
CLUG_05070	Supercontig_1.6	489975	492599	-	2625	16530
CLUG_05071	Supercontig_1.6	492885	493865	-	981	3539
CLUG_05072	Supercontig_1.6	494204	494797	+	594	92
CLUG_05073	Supercontig_1.6	495897	496643	-	747	5524
CLUG_05074	Supercontig_1.6	497796	498836	-	1041	557
CLUG_05075	Supercontig_1.6	499255	500202	-	948	1270
CLUG_05076	Supercontig_1.6	500309	501628	-	1320	1329
CLUG_05077	Supercontig_1.6	502522	503211	-	690	975
CLUG_05078	Supercontig_1.6	504095	504940	+	846	2136
CLUG_05079	Supercontig_1.6	504112	505113	-	1002	2204
CLUG_05080	Supercontig_1.6	506415	508025	-	1611	4270
CLUG_05081	Supercontig_1.6	509128	510030	+	903	599
CLUG_05082	Supercontig_1.6	511017	512126	-	1110	1228
CLUG_05083	Supercontig_1.6	511732	512538	-	807	378
CLUG_05084	Supercontig_1.6	513535	515595	-	2061	20
CLUG_05085	Supercontig_1.6	515760	517904	+	2145	1029
CLUG_05086	Supercontig_1.6	518402	519754	+	1353	1629
CLUG_05087	Supercontig_1.6	520166	521404	-	1239	1150
CLUG_05088	Supercontig_1.6	525577	526497	+	921	1034
CLUG_05089	Supercontig_1.6	527033	527668	-	636	805
CLUG_05090	Supercontig_1.6	528669	529760	+	1092	155
CLUG_05091	Supercontig_1.6	530195	530821	+	627	424
CLUG_05092	Supercontig_1.6	530968	532122	-	1155	172
CLUG_05093	Supercontig_1.6	531117	532280	+	1164	332
CLUG_05094	Supercontig_1.6	531198	532331	-	1134	36
CLUG_05095	Supercontig_1.6	533127	533585	+	459	42
CLUG_05096	Supercontig_1.6	535597	539367	-	3771	4061
CLUG_05097	Supercontig_1.6	540184	541143	+	960	3846
CLUG_05098	Supercontig_1.6	540348	541022	-	675	3766
CLUG_05099	Supercontig_1.6	541314	542369	-	1056	87
CLUG_05100	Supercontig_1.6	543340	544593	-	1254	3539
CLUG_05101	Supercontig_1.6	543433	544557	+	1125	2979
CLUG_05102	Supercontig_1.6	546008	546595	-	588	7389
CLUG_05103	Supercontig_1.6	547575	549071	+	1497	2700
CLUG_05104	Supercontig_1.6	549697	550896	-	1200	3089
CLUG_05105	Supercontig_1.6	551844	553976	-	2133	1872
CLUG_05106	Supercontig_1.6	555454	557604	+	2151	527
CLUG_05107	Supercontig_1.6	558323	558931	-	609	207
CLUG_05108	Supercontig_1.6	558381	558920	+	540	202
CLUG_05109	Supercontig_1.6	559977	560972	+	996	605
CLUG_05110	Supercontig_1.6	561209	562684	-	1476	454
CLUG_05111	Supercontig_1.6	561420	561872	+	453	163
CLUG_05112	Supercontig_1.6	563222	564538	-	1317	4913
CLUG_05113	Supercontig_1.6	565600	566304	+	705	972
CLUG_05114	Supercontig_1.6	566768	567997	-	1230	4968
CLUG_05115	Supercontig_1.6	567999	568490	-	492	682
CLUG_05116	Supercontig_1.6	568731	569390	-	660	54
CLUG_05117	Supercontig_1.6	568788	569324	+	537	56
CLUG_05118	Supercontig_1.6	570496	571476	-	981	849
CLUG_05119	Supercontig_1.6	572297	573649	-	1353	962
CLUG_05120	Supercontig_1.6	574546	575649	-	1104	8470
CLUG_05121	Supercontig_1.6	577317	578387	-	1071	1997
CLUG_05122	Supercontig_1.6	579201	581531	-	2331	3413
CLUG_05123	Supercontig_1.6	583574	586912	-	3339	3535
CLUG_05124	Supercontig_1.6	587712	588242	+	531	444
CLUG_05125	Supercontig_1.6	588719	590524	-	1806	2646
CLUG_05126	Supercontig_1.6	592712	593608	+	897	145
CLUG_05127	Supercontig_1.6	594272	595057	-	786	2495
CLUG_05128	Supercontig_1.6	596347	597378	+	1032	5598
CLUG_05129	Supercontig_1.6	597758	598921	+	1164	413
CLUG_05130	Supercontig_1.6	599497	602169	-	2673	6545
CLUG_05131	Supercontig_1.6	602573	604309	-	1737	4469
CLUG_05132	Supercontig_1.6	605491	606834	-	1344	1631
CLUG_05133	Supercontig_1.6	607194	610883	-	3690	7315
CLUG_05134	Supercontig_1.6	611314	612393	-	1080	2555
CLUG_05135	Supercontig_1.6	613111	613572	-	462	696
CLUG_05136	Supercontig_1.6	614895	617141	-	2247	1696
CLUG_05137	Supercontig_1.6	617773	619314	-	1542	2933
CLUG_05138	Supercontig_1.6	622164	623468	+	1305	16247
CLUG_05139	Supercontig_1.6	625234	626721	-	1488	25786
CLUG_05140	Supercontig_1.6	629018	630481	+	1464	2776
CLUG_05141	Supercontig_1.6	631477	634008	+	2532	2865
CLUG_05142	Supercontig_1.6	635280	637433	+	2154	3182
CLUG_05143	Supercontig_1.6	637733	638887	-	1155	8693
CLUG_05144	Supercontig_1.6	640278	641099	-	822	846
CLUG_05145	Supercontig_1.6	643292	644218	+	927	974
CLUG_05146	Supercontig_1.6	643400	644287	-	888	895
CLUG_05147	Supercontig_1.6	645714	646454	+	741	10033
CLUG_05148	Supercontig_1.6	646515	647075	-	561	1555
CLUG_05149	Supercontig_1.6	648641	649369	-	729	1298
CLUG_05150	Supercontig_1.6	648647	649255	+	609	1270
CLUG_05151	Supercontig_1.6	650621	651340	+	720	4288
CLUG_05152	Supercontig_1.6	651916	652401	+	486	10925
CLUG_05153	Supercontig_1.6	653116	655524	-	2409	1062
CLUG_05154	Supercontig_1.6	655931	657310	+	1380	724
CLUG_05155	Supercontig_1.6	657644	659350	-	1707	2794
CLUG_05156	Supercontig_1.6	661114	662691	+	1578	3916
CLUG_05157	Supercontig_1.6	663877	664728	+	852	3452
CLUG_05158	Supercontig_1.6	665405	667828	+	2424	12213
CLUG_05159	Supercontig_1.6	668718	669578	+	861	344
CLUG_05160	Supercontig_1.6	669713	670300	-	588	168
CLUG_05161	Supercontig_1.6	670688	672271	+	1584	4414
CLUG_05162	Supercontig_1.6	672572	674431	-	1860	3756
CLUG_05163	Supercontig_1.6	674631	676997	-	2367	1393
CLUG_05164	Supercontig_1.6	677791	678168	-	378	11869
CLUG_05165	Supercontig_1.6	680739	683297	+	2559	3579
CLUG_05166	Supercontig_1.6	684227	684958	-	732	9583
CLUG_05167	Supercontig_1.6	684251	684928	+	678	9388
CLUG_05168	Supercontig_1.6	685368	687086	-	1719	611
CLUG_05169	Supercontig_1.6	688781	690076	+	1296	4953
CLUG_05170	Supercontig_1.6	690539	691357	-	819	1322
CLUG_05171	Supercontig_1.6	691695	692012	-	318	366
CLUG_05172	Supercontig_1.6	692300	693580	+	1281	996
CLUG_05173	Supercontig_1.6	694396	695667	-	1272	4998
CLUG_05174	Supercontig_1.6	694408	695526	+	1119	4798
CLUG_05175	Supercontig_1.6	695924	696394	+	471	1513
CLUG_05176	Supercontig_1.6	696520	697002	-	483	210
CLUG_05177	Supercontig_1.6	696773	697312	-	540	44
CLUG_05178	Supercontig_1.6	697706	698953	+	1248	1260
CLUG_05179	Supercontig_1.6	699499	700218	+	720	1275
CLUG_05180	Supercontig_1.6	699508	700254	-	747	1293
CLUG_05181	Supercontig_1.6	701223	702020	+	798	713
CLUG_05182	Supercontig_1.6	701610	702494	-	885	2040
CLUG_05183	Supercontig_1.6	702137	702541	+	405	1922
CLUG_05184	Supercontig_1.6	703281	704828	+	1548	1091
CLUG_05185	Supercontig_1.6	705207	705854	-	648	734
CLUG_05186	Supercontig_1.6	707476	708930	+	1455	1680
CLUG_05187	Supercontig_1.6	709493	710182	-	690	4304
CLUG_05188	Supercontig_1.6	712302	712844	+	543	608
CLUG_05189	Supercontig_1.6	712994	714877	-	1884	2386
CLUG_05190	Supercontig_1.6	715552	716721	+	1170	1347
CLUG_05191	Supercontig_1.6	717402	718397	+	996	1111
CLUG_05192	Supercontig_1.6	721216	722079	-	864	546
CLUG_05193	Supercontig_1.6	726406	727242	+	837	432
CLUG_05194	Supercontig_1.6	727424	728062	+	639	2133
CLUG_05195	Supercontig_1.6	729491	731245	+	1755	3215
CLUG_05196	Supercontig_1.6	731677	732411	-	735	212
CLUG_05197	Supercontig_1.6	732651	735947	+	3297	1122
CLUG_05198	Supercontig_1.6	736420	737352	-	933	255
CLUG_05199	Supercontig_1.6	737966	739105	+	1140	610
CLUG_05200	Supercontig_1.6	739637	740707	+	1071	670
CLUG_05201	Supercontig_1.6	741356	741952	+	597	258
CLUG_05202	Supercontig_1.6	742136	744676	+	2541	3808
CLUG_05203	Supercontig_1.6	745029	745697	-	669	1166
CLUG_05204	Supercontig_1.6	745989	746501	+	513	1200
CLUG_05205	Supercontig_1.6	747152	748585	-	1434	2437
CLUG_05206	Supercontig_1.6	749723	750382	-	660	2291
CLUG_05207	Supercontig_1.6	750615	753398	-	2784	3993
CLUG_05208	Supercontig_1.6	753589	756510	-	2922	2690
CLUG_05209	Supercontig_1.6	758550	759803	+	1254	42
CLUG_05210	Supercontig_1.6	760088	761773	-	1686	6920
CLUG_05211	Supercontig_1.6	763764	764462	+	699	891
CLUG_05212	Supercontig_1.6	764538	765062	+	525	9715
CLUG_05213	Supercontig_1.6	764556	764810	-	255	9072
CLUG_05214	Supercontig_1.6	765093	765647	-	555	642
CLUG_05215	Supercontig_1.6	766003	766491	-	489	1609
CLUG_05216	Supercontig_1.6	767407	768591	+	1185	221611
CLUG_05217	Supercontig_1.6	768949	771801	-	2853	4184
CLUG_05218	Supercontig_1.6	771028	771738	+	711	816
CLUG_05219	Supercontig_1.6	772200	773882	+	1683	2705
CLUG_05220	Supercontig_1.6	774205	775428	+	1224	3859
CLUG_05221	Supercontig_1.6	775597	777999	+	2403	1336
CLUG_05222	Supercontig_1.6	778094	778660	+	567	405
CLUG_05223	Supercontig_1.6	780017	781831	+	1815	2135
CLUG_05224	Supercontig_1.6	782023	782409	+	387	225
CLUG_05225	Supercontig_1.6	782291	783952	+	1662	1399
CLUG_05226	Supercontig_1.6	784486	785166	+	681	2547
CLUG_05227	Supercontig_1.6	785220	785819	-	600	2880
CLUG_05228	Supercontig_1.6	786557	787474	+	918	3650
CLUG_05229	Supercontig_1.6	787537	789204	-	1668	1570
CLUG_05230	Supercontig_1.6	793403	795889	+	2487	117
CLUG_05231	Supercontig_1.6	798003	800936	+	2934	398
CLUG_05232	Supercontig_1.6	801551	802459	-	909	148
CLUG_05233	Supercontig_1.6	806735	811063	+	4329	800
CLUG_05234	Supercontig_1.7	1679	3559	-	1881	302
CLUG_05235	Supercontig_1.7	10253	11899	+	1647	677
CLUG_05236	Supercontig_1.7	11923	13626	-	1704	5263
CLUG_05237	Supercontig_1.7	15894	16967	+	1074	1967
CLUG_05238	Supercontig_1.7	17654	18451	+	798	644
CLUG_05239	Supercontig_1.7	19803	21119	+	1317	2230
CLUG_05240	Supercontig_1.7	21544	24579	-	3036	8085
CLUG_05241	Supercontig_1.7	25578	27836	-	2259	2285
CLUG_05242	Supercontig_1.7	28259	29890	+	1632	2211
CLUG_05243	Supercontig_1.7	30375	30902	-	528	100
CLUG_05244	Supercontig_1.7	30914	32008	+	1095	854
CLUG_05245	Supercontig_1.7	32599	35175	+	2577	4164
CLUG_05246	Supercontig_1.7	35739	36731	+	993	4062
CLUG_05247	Supercontig_1.7	37715	39577	+	1863	1303
CLUG_05248	Supercontig_1.7	41588	43852	+	2265	1999
CLUG_05249	Supercontig_1.7	44066	45730	-	1665	299
CLUG_05250	Supercontig_1.7	44294	44776	+	483	112
CLUG_05251	Supercontig_1.7	44664	45635	-	972	0
CLUG_05252	Supercontig_1.7	45375	46241	+	867	242
CLUG_05253	Supercontig_1.7	45788	46222	+	435	0
CLUG_05254	Supercontig_1.7	47240	47863	-	624	4463
CLUG_05255	Supercontig_1.7	48607	48897	+	291	201
CLUG_05256	Supercontig_1.7	50136	50933	-	798	1259
CLUG_05257	Supercontig_1.7	50295	50921	+	627	1284
CLUG_05258	Supercontig_1.7	52149	52559	+	411	20499
CLUG_05259	Supercontig_1.7	53439	55394	-	1956	4916
CLUG_05260	Supercontig_1.7	57634	61635	+	4002	4292
CLUG_05261	Supercontig_1.7	61711	62469	+	759	2255
CLUG_05262	Supercontig_1.7	62791	63120	+	330	1935
CLUG_05263	Supercontig_1.7	63916	64383	-	468	420
CLUG_05264	Supercontig_1.7	63974	64435	+	462	381
CLUG_05265	Supercontig_1.7	65267	66034	+	768	5947
CLUG_05266	Supercontig_1.7	65300	65731	-	432	5802
CLUG_05267	Supercontig_1.7	66350	68203	-	1854	6133
CLUG_05268	Supercontig_1.7	69559	70356	+	798	1165
CLUG_05269	Supercontig_1.7	70548	71867	-	1320	3474
CLUG_05270	Supercontig_1.7	72560	75925	+	3366	6732
CLUG_05271	Supercontig_1.7	76586	78109	+	1524	1958
CLUG_05272	Supercontig_1.7	78543	84035	+	5493	5522
CLUG_05273	Supercontig_1.7	84090	85235	-	1146	60518
CLUG_05274	Supercontig_1.7	86065	86607	+	543	1201
CLUG_05275	Supercontig_1.7	88859	90049	+	1191	4840
CLUG_05276	Supercontig_1.7	91462	92523	+	1062	1731
CLUG_05277	Supercontig_1.7	93291	93863	+	573	525
CLUG_05278	Supercontig_1.7	94337	95902	+	1566	3026
CLUG_05279	Supercontig_1.7	96142	96597	+	456	45
CLUG_05280	Supercontig_1.7	96866	98011	+	1146	965
CLUG_05281	Supercontig_1.7	99352	99879	-	528	84
CLUG_05282	Supercontig_1.7	100132	101913	+	1782	46212
CLUG_05283	Supercontig_1.7	102077	103732	-	1656	5021
CLUG_05284	Supercontig_1.7	104251	105285	-	1035	1357
CLUG_05285	Supercontig_1.7	105789	106955	-	1167	2153
CLUG_05286	Supercontig_1.7	107887	110187	-	2301	2022
CLUG_05287	Supercontig_1.7	111587	114232	+	2646	1847
CLUG_05288	Supercontig_1.7	115310	117793	+	2484	7217
CLUG_05289	Supercontig_1.7	117830	120202	-	2373	2229
CLUG_05290	Supercontig_1.7	120793	123063	+	2271	2586
CLUG_05291	Supercontig_1.7	123288	124256	-	969	28158
CLUG_05292	Supercontig_1.7	123318	124346	+	1029	26505
CLUG_05293	Supercontig_1.7	126366	127931	-	1566	1654
CLUG_05294	Supercontig_1.7	128747	129202	-	456	257
CLUG_05295	Supercontig_1.7	129345	131978	+	2634	752
CLUG_05296	Supercontig_1.7	129683	131809	-	2127	424
CLUG_05297	Supercontig_1.7	131080	131754	-	675	0
CLUG_05298	Supercontig_1.7	132385	134412	+	2028	775
CLUG_05299	Supercontig_1.7	135280	138288	+	3009	1680
CLUG_05300	Supercontig_1.7	138294	139850	-	1557	2098
CLUG_05301	Supercontig_1.7	140034	140438	-	405	1653
CLUG_05302	Supercontig_1.7	140932	142428	+	1497	2598
CLUG_05303	Supercontig_1.7	143869	144684	+	816	20476
CLUG_05304	Supercontig_1.7	144784	145476	-	693	1973
CLUG_05305	Supercontig_1.7	145735	146760	-	1026	2414
CLUG_05306	Supercontig_1.7	147041	147976	-	936	392
CLUG_05307	Supercontig_1.7	148101	149069	+	969	1185
