# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U10D.r1.gsnap_reads.tab" "-F" "GTF" "aln/U10D.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U10D.r1.gsnap.bam
CLUG_04859	Supercontig_1.6	62180	62719	-	540	19
CLUG_04860	Supercontig_1.6	63586	66657	-	3072	4470
CLUG_04861	Supercontig_1.6	67538	68533	-	996	1117
CLUG_04862	Supercontig_1.6	67727	68551	+	825	906
CLUG_04863	Supercontig_1.6	69350	71185	+	1836	624
CLUG_04864	Supercontig_1.6	72707	74518	+	1812	2853
CLUG_04865	Supercontig_1.6	76090	77820	+	1731	1027
CLUG_04866	Supercontig_1.6	78502	81159	-	2658	720
CLUG_04867	Supercontig_1.6	82005	83021	+	1017	0
CLUG_04868	Supercontig_1.6	82084	86571	+	4488	493
CLUG_04869	Supercontig_1.6	82950	83693	-	744	65
CLUG_04870	Supercontig_1.6	87223	88221	+	999	294
CLUG_04871	Supercontig_1.6	89147	89734	-	588	155
CLUG_04872	Supercontig_1.6	89157	89822	+	666	264
CLUG_04873	Supercontig_1.6	90431	92812	+	2382	157
CLUG_04874	Supercontig_1.6	92998	93333	-	336	118
CLUG_04875	Supercontig_1.6	93515	95878	+	2364	713
CLUG_04876	Supercontig_1.6	97307	100351	+	3045	2913
CLUG_04877	Supercontig_1.6	101030	103705	+	2676	205
CLUG_04878	Supercontig_1.6	104797	106191	-	1395	2
CLUG_04879	Supercontig_1.6	106508	107953	+	1446	1027
CLUG_04880	Supercontig_1.6	108705	109121	+	417	731
CLUG_04881	Supercontig_1.6	110950	112134	-	1185	3525
CLUG_04882	Supercontig_1.6	111013	112263	+	1251	3507
CLUG_04883	Supercontig_1.6	112769	113236	-	468	13
CLUG_04884	Supercontig_1.6	114315	116570	+	2256	319
CLUG_04885	Supercontig_1.6	114360	116582	-	2223	333
CLUG_04886	Supercontig_1.6	119645	120181	+	537	80
CLUG_04887	Supercontig_1.6	120314	120766	-	453	19863
CLUG_04888	Supercontig_1.6	122671	123360	+	690	311
CLUG_04889	Supercontig_1.6	125171	125836	+	666	1424
CLUG_04890	Supercontig_1.6	126959	130354	+	3396	373
CLUG_04891	Supercontig_1.6	131248	131877	+	630	0
CLUG_04892	Supercontig_1.6	132627	133379	+	753	0
CLUG_04893	Supercontig_1.6	134633	137350	+	2718	2110
CLUG_04894	Supercontig_1.6	137424	138791	-	1368	935
CLUG_04895	Supercontig_1.6	140112	141098	+	987	1
CLUG_04896	Supercontig_1.6	143102	143968	+	867	2
CLUG_04897	Supercontig_1.6	146532	147380	+	849	0
CLUG_04898	Supercontig_1.6	148021	149259	-	1239	1168
CLUG_04899	Supercontig_1.6	151548	152771	-	1224	25
CLUG_04900	Supercontig_1.6	153618	154115	-	498	22
CLUG_04901	Supercontig_1.6	154491	155081	-	591	2159
CLUG_04902	Supercontig_1.6	157567	158946	+	1380	61
CLUG_04903	Supercontig_1.6	159886	161007	+	1122	986
CLUG_04904	Supercontig_1.6	161648	163576	+	1929	348
CLUG_04905	Supercontig_1.6	163768	167127	-	3360	2730
CLUG_04906	Supercontig_1.6	168022	169170	+	1149	17774
CLUG_04907	Supercontig_1.6	169647	170378	-	732	232
CLUG_04908	Supercontig_1.6	169890	170369	+	480	87
CLUG_04909	Supercontig_1.6	172822	174534	-	1713	5468
CLUG_04910	Supercontig_1.6	173122	174498	+	1377	4286
CLUG_04911	Supercontig_1.6	176492	182452	-	5961	3133
CLUG_04912	Supercontig_1.6	184544	185773	-	1230	1564
CLUG_04913	Supercontig_1.6	184808	185404	+	597	217
CLUG_04914	Supercontig_1.6	184905	185372	+	468	0
CLUG_04915	Supercontig_1.6	188108	189724	-	1617	2429
CLUG_04916	Supercontig_1.6	190698	191168	-	471	413
CLUG_04917	Supercontig_1.6	190732	191244	+	513	425
CLUG_04918	Supercontig_1.6	191570	193354	-	1785	256
CLUG_04919	Supercontig_1.6	193909	196368	-	2460	1000
CLUG_04920	Supercontig_1.6	197828	200389	+	2562	101
CLUG_04921	Supercontig_1.6	198792	199289	+	498	0
CLUG_04922	Supercontig_1.6	200484	202157	+	1674	959
CLUG_04923	Supercontig_1.6	202174	202641	-	468	706
CLUG_04924	Supercontig_1.6	202826	205609	-	2784	1732
CLUG_04925	Supercontig_1.6	206185	207399	-	1215	5167
CLUG_04926	Supercontig_1.6	208512	210101	+	1590	361
CLUG_04927	Supercontig_1.6	208614	210104	-	1491	347
CLUG_04928	Supercontig_1.6	212006	213568	-	1563	614
CLUG_04929	Supercontig_1.6	215281	216090	+	810	7043
CLUG_04930	Supercontig_1.6	215520	216005	-	486	2740
CLUG_04931	Supercontig_1.6	217836	219599	-	1764	1607
CLUG_04932	Supercontig_1.6	218130	219707	+	1578	1779
CLUG_04933	Supercontig_1.6	220762	221811	+	1050	2169
CLUG_04934	Supercontig_1.6	222953	224347	+	1395	1078
CLUG_04935	Supercontig_1.6	225823	227250	+	1428	319
CLUG_04936	Supercontig_1.6	226279	227535	-	1257	491
CLUG_04937	Supercontig_1.6	227282	227677	+	396	533
CLUG_04938	Supercontig_1.6	228487	232131	-	3645	5214
CLUG_04939	Supercontig_1.6	233323	235032	-	1710	2748
CLUG_04940	Supercontig_1.6	236417	236869	-	453	66
CLUG_04941	Supercontig_1.6	236551	237189	-	639	169
CLUG_04942	Supercontig_1.6	237473	239224	-	1752	1026
CLUG_04943	Supercontig_1.6	237892	238356	-	465	0
CLUG_04944	Supercontig_1.6	237938	238663	+	726	235
CLUG_04945	Supercontig_1.6	241508	242107	+	600	11603
CLUG_04946	Supercontig_1.6	242230	242721	-	492	1400
CLUG_04947	Supercontig_1.6	243145	244257	+	1113	1807
CLUG_04948	Supercontig_1.6	243343	244434	-	1092	1800
CLUG_04949	Supercontig_1.6	244524	245018	+	495	776
CLUG_04950	Supercontig_1.6	244626	245150	-	525	774
CLUG_04951	Supercontig_1.6	246238	247257	-	1020	42
CLUG_04952	Supercontig_1.6	248127	250409	+	2283	1030
CLUG_04953	Supercontig_1.6	251558	253195	+	1638	1183
CLUG_04954	Supercontig_1.6	253325	254020	-	696	417
CLUG_04955	Supercontig_1.6	254130	255746	-	1617	9
CLUG_04956	Supercontig_1.6	256941	257420	+	480	322
CLUG_04957	Supercontig_1.6	256983	257306	-	324	204
CLUG_04958	Supercontig_1.6	257515	259467	-	1953	17055
CLUG_04959	Supercontig_1.6	260220	263486	+	3267	1371
CLUG_04960	Supercontig_1.6	263633	266110	+	2478	1527
CLUG_04961	Supercontig_1.6	268047	269711	+	1665	4956
CLUG_04962	Supercontig_1.6	270080	271129	+	1050	4144
CLUG_04963	Supercontig_1.6	271248	272189	+	942	2384
CLUG_04964	Supercontig_1.6	272827	273138	+	312	489
CLUG_04965	Supercontig_1.6	273250	274062	-	813	352
CLUG_04966	Supercontig_1.6	274959	278060	+	3102	7808
CLUG_04967	Supercontig_1.6	282980	283528	-	549	636
CLUG_04968	Supercontig_1.6	285264	285992	+	729	7801
CLUG_04969	Supercontig_1.6	286360	287322	+	963	1034
CLUG_04970	Supercontig_1.6	287663	288451	+	789	1769
CLUG_04971	Supercontig_1.6	288569	289690	-	1122	1503
CLUG_04972	Supercontig_1.6	290908	291690	+	783	1203
CLUG_04973	Supercontig_1.6	291800	294859	-	3060	1082
CLUG_04974	Supercontig_1.6	295080	297254	-	2175	1061
CLUG_04975	Supercontig_1.6	297784	298959	-	1176	4796
CLUG_04976	Supercontig_1.6	299217	300068	-	852	1254
CLUG_04977	Supercontig_1.6	300824	302161	+	1338	2802
CLUG_04978	Supercontig_1.6	302380	303495	+	1116	253
CLUG_04979	Supercontig_1.6	304703	305386	+	684	12532
CLUG_04980	Supercontig_1.6	305778	307145	-	1368	5374
CLUG_04981	Supercontig_1.6	308717	310366	+	1650	2277
CLUG_04982	Supercontig_1.6	310873	311514	+	642	4
CLUG_04983	Supercontig_1.6	310933	311526	-	594	3
CLUG_04984	Supercontig_1.6	312578	313660	+	1083	94
CLUG_04985	Supercontig_1.6	314240	316177	-	1938	7509
CLUG_04986	Supercontig_1.6	316867	317184	-	318	321
CLUG_04987	Supercontig_1.6	316884	317381	+	498	275
CLUG_04988	Supercontig_1.6	317439	323195	+	5757	2169
CLUG_04989	Supercontig_1.6	323289	328568	-	5280	1692
CLUG_04990	Supercontig_1.6	330304	331479	+	1176	2440
CLUG_04991	Supercontig_1.6	332866	333885	+	1020	115
CLUG_04992	Supercontig_1.6	336441	338429	-	1989	1007
CLUG_04993	Supercontig_1.6	339231	339932	-	702	403
CLUG_04994	Supercontig_1.6	340741	344832	-	4092	2644
CLUG_04995	Supercontig_1.6	346796	348211	+	1416	23030
CLUG_04996	Supercontig_1.6	346850	348178	-	1329	22563
CLUG_04997	Supercontig_1.6	349167	350123	+	957	634
CLUG_04998	Supercontig_1.6	350909	351547	+	639	1003
CLUG_04999	Supercontig_1.6	351053	351586	-	534	929
CLUG_05000	Supercontig_1.6	352135	352860	-	726	1844
CLUG_05001	Supercontig_1.6	353588	353863	-	276	510
CLUG_05002	Supercontig_1.6	355269	356939	+	1671	1993
CLUG_05003	Supercontig_1.6	357509	359584	+	2076	2506
CLUG_05004	Supercontig_1.6	361069	361779	+	711	5175
CLUG_05005	Supercontig_1.6	363279	363998	+	720	937
CLUG_05006	Supercontig_1.6	365044	365811	+	768	256
CLUG_05007	Supercontig_1.6	366831	368375	-	1545	5
CLUG_05008	Supercontig_1.6	369526	371013	-	1488	47
CLUG_05009	Supercontig_1.6	372102	373535	-	1434	0
CLUG_05010	Supercontig_1.6	374855	376708	+	1854	2500
CLUG_05011	Supercontig_1.6	377280	378374	+	1095	490
CLUG_05012	Supercontig_1.6	379144	380805	-	1662	3652
CLUG_05013	Supercontig_1.6	383182	384135	-	954	1465
CLUG_05014	Supercontig_1.6	383224	384090	+	867	1426
CLUG_05015	Supercontig_1.6	384506	385042	-	537	3333
CLUG_05016	Supercontig_1.6	384740	385207	+	468	1921
CLUG_05017	Supercontig_1.6	385315	386562	+	1248	1347
CLUG_05018	Supercontig_1.6	387070	387789	-	720	3
CLUG_05019	Supercontig_1.6	388932	389666	+	735	501
CLUG_05020	Supercontig_1.6	391518	392435	+	918	982
CLUG_05021	Supercontig_1.6	392998	393717	+	720	248
CLUG_05022	Supercontig_1.6	394914	397973	-	3060	2963
CLUG_05023	Supercontig_1.6	398844	400085	-	1242	224
CLUG_05024	Supercontig_1.6	400667	401932	-	1266	478
CLUG_05025	Supercontig_1.6	402929	404197	+	1269	1024
CLUG_05026	Supercontig_1.6	403597	404067	-	471	505
CLUG_05027	Supercontig_1.6	405195	405752	-	558	1004
CLUG_05028	Supercontig_1.6	407174	407743	+	570	2224
CLUG_05029	Supercontig_1.6	407246	407749	-	504	2178
CLUG_05030	Supercontig_1.6	409521	410807	-	1287	2648
CLUG_05031	Supercontig_1.6	412147	412905	-	759	463
CLUG_05032	Supercontig_1.6	413635	416373	-	2739	5254
CLUG_05033	Supercontig_1.6	419105	420085	-	981	698
CLUG_05034	Supercontig_1.6	419126	419923	+	798	620
CLUG_05035	Supercontig_1.6	420480	421340	-	861	395
CLUG_05036	Supercontig_1.6	423486	425408	+	1923	884
CLUG_05037	Supercontig_1.6	425512	426408	+	897	910
CLUG_05038	Supercontig_1.6	428087	431770	+	3684	3279
CLUG_05039	Supercontig_1.6	431855	432880	-	1026	1680
CLUG_05040	Supercontig_1.6	433601	436927	+	3327	5255
CLUG_05041	Supercontig_1.6	438118	439170	-	1053	9
CLUG_05042	Supercontig_1.6	438167	441139	+	2973	2019
CLUG_05043	Supercontig_1.6	438281	439144	-	864	0
CLUG_05044	Supercontig_1.6	439154	439903	-	750	427
CLUG_05045	Supercontig_1.6	439377	439970	+	594	0
CLUG_05046	Supercontig_1.6	441467	443131	-	1665	1672
CLUG_05047	Supercontig_1.6	444948	447077	+	2130	3470
CLUG_05048	Supercontig_1.6	447207	449069	-	1863	33393
CLUG_05049	Supercontig_1.6	448095	449285	+	1191	16116
CLUG_05050	Supercontig_1.6	450902	452650	-	1749	3218
CLUG_05051	Supercontig_1.6	454378	456549	+	2172	503
CLUG_05052	Supercontig_1.6	458788	459462	+	675	7945
CLUG_05053	Supercontig_1.6	460139	461725	-	1587	4378
CLUG_05054	Supercontig_1.6	462089	463690	-	1602	1846
CLUG_05055	Supercontig_1.6	464280	465806	-	1527	734
CLUG_05056	Supercontig_1.6	468083	469639	+	1557	558
CLUG_05057	Supercontig_1.6	470411	471937	-	1527	6696
CLUG_05058	Supercontig_1.6	470417	471844	+	1428	6550
CLUG_05059	Supercontig_1.6	472222	474747	-	2526	1194
CLUG_05060	Supercontig_1.6	475500	477050	-	1551	1111
CLUG_05061	Supercontig_1.6	478621	479112	-	492	973
CLUG_05062	Supercontig_1.6	480472	481008	-	537	163
CLUG_05063	Supercontig_1.6	482128	482823	+	696	175
CLUG_05064	Supercontig_1.6	482641	483147	-	507	171
CLUG_05065	Supercontig_1.6	482720	483934	+	1215	622
CLUG_05066	Supercontig_1.6	484210	484923	-	714	3689
CLUG_05067	Supercontig_1.6	485455	485853	-	399	637
CLUG_05068	Supercontig_1.6	486944	488143	-	1200	1565
CLUG_05069	Supercontig_1.6	489095	489682	-	588	1155
CLUG_05070	Supercontig_1.6	489975	492599	-	2625	52808
CLUG_05071	Supercontig_1.6	492885	493865	-	981	11874
CLUG_05072	Supercontig_1.6	494204	494797	+	594	85
CLUG_05073	Supercontig_1.6	495897	496643	-	747	5120
CLUG_05074	Supercontig_1.6	497796	498836	-	1041	482
CLUG_05075	Supercontig_1.6	499255	500202	-	948	1303
CLUG_05076	Supercontig_1.6	500309	501628	-	1320	1314
CLUG_05077	Supercontig_1.6	502522	503211	-	690	1436
CLUG_05078	Supercontig_1.6	504095	504940	+	846	2110
CLUG_05079	Supercontig_1.6	504112	505113	-	1002	2211
CLUG_05080	Supercontig_1.6	506415	508025	-	1611	4627
CLUG_05081	Supercontig_1.6	509128	510030	+	903	270
CLUG_05082	Supercontig_1.6	511017	512126	-	1110	1095
CLUG_05083	Supercontig_1.6	511732	512538	-	807	409
CLUG_05084	Supercontig_1.6	513535	515595	-	2061	44
CLUG_05085	Supercontig_1.6	515760	517904	+	2145	936
CLUG_05086	Supercontig_1.6	518402	519754	+	1353	1266
CLUG_05087	Supercontig_1.6	520166	521404	-	1239	1380
CLUG_05088	Supercontig_1.6	525577	526497	+	921	611
CLUG_05089	Supercontig_1.6	527033	527668	-	636	576
CLUG_05090	Supercontig_1.6	528669	529760	+	1092	104
CLUG_05091	Supercontig_1.6	530195	530821	+	627	365
CLUG_05092	Supercontig_1.6	530968	532122	-	1155	132
CLUG_05093	Supercontig_1.6	531117	532280	+	1164	263
CLUG_05094	Supercontig_1.6	531198	532331	-	1134	19
CLUG_05095	Supercontig_1.6	533127	533585	+	459	72
CLUG_05096	Supercontig_1.6	535597	539367	-	3771	4255
CLUG_05097	Supercontig_1.6	540184	541143	+	960	4460
CLUG_05098	Supercontig_1.6	540348	541022	-	675	4347
CLUG_05099	Supercontig_1.6	541314	542369	-	1056	90
CLUG_05100	Supercontig_1.6	543340	544593	-	1254	10161
CLUG_05101	Supercontig_1.6	543433	544557	+	1125	8511
CLUG_05102	Supercontig_1.6	546008	546595	-	588	16603
CLUG_05103	Supercontig_1.6	547575	549071	+	1497	4088
CLUG_05104	Supercontig_1.6	549697	550896	-	1200	3341
CLUG_05105	Supercontig_1.6	551844	553976	-	2133	1511
CLUG_05106	Supercontig_1.6	555454	557604	+	2151	317
CLUG_05107	Supercontig_1.6	558323	558931	-	609	191
CLUG_05108	Supercontig_1.6	558381	558920	+	540	183
CLUG_05109	Supercontig_1.6	559977	560972	+	996	601
CLUG_05110	Supercontig_1.6	561209	562684	-	1476	426
CLUG_05111	Supercontig_1.6	561420	561872	+	453	175
CLUG_05112	Supercontig_1.6	563222	564538	-	1317	4193
CLUG_05113	Supercontig_1.6	565600	566304	+	705	720
CLUG_05114	Supercontig_1.6	566768	567997	-	1230	9521
CLUG_05115	Supercontig_1.6	567999	568490	-	492	1235
CLUG_05116	Supercontig_1.6	568731	569390	-	660	68
CLUG_05117	Supercontig_1.6	568788	569324	+	537	71
CLUG_05118	Supercontig_1.6	570496	571476	-	981	855
CLUG_05119	Supercontig_1.6	572297	573649	-	1353	668
CLUG_05120	Supercontig_1.6	574546	575649	-	1104	11192
CLUG_05121	Supercontig_1.6	577317	578387	-	1071	1872
CLUG_05122	Supercontig_1.6	579201	581531	-	2331	3259
CLUG_05123	Supercontig_1.6	583574	586912	-	3339	3931
CLUG_05124	Supercontig_1.6	587712	588242	+	531	579
CLUG_05125	Supercontig_1.6	588719	590524	-	1806	3271
CLUG_05126	Supercontig_1.6	592712	593608	+	897	20
CLUG_05127	Supercontig_1.6	594272	595057	-	786	2282
CLUG_05128	Supercontig_1.6	596347	597378	+	1032	10050
CLUG_05129	Supercontig_1.6	597758	598921	+	1164	639
CLUG_05130	Supercontig_1.6	599497	602169	-	2673	14686
CLUG_05131	Supercontig_1.6	602573	604309	-	1737	5429
CLUG_05132	Supercontig_1.6	605491	606834	-	1344	2071
CLUG_05133	Supercontig_1.6	607194	610883	-	3690	6891
CLUG_05134	Supercontig_1.6	611314	612393	-	1080	1939
CLUG_05135	Supercontig_1.6	613111	613572	-	462	889
CLUG_05136	Supercontig_1.6	614895	617141	-	2247	890
CLUG_05137	Supercontig_1.6	617773	619314	-	1542	3622
CLUG_05138	Supercontig_1.6	622164	623468	+	1305	22344
CLUG_05139	Supercontig_1.6	625234	626721	-	1488	23034
CLUG_05140	Supercontig_1.6	629018	630481	+	1464	2529
CLUG_05141	Supercontig_1.6	631477	634008	+	2532	2479
CLUG_05142	Supercontig_1.6	635280	637433	+	2154	2687
CLUG_05143	Supercontig_1.6	637733	638887	-	1155	12348
CLUG_05144	Supercontig_1.6	640278	641099	-	822	786
CLUG_05145	Supercontig_1.6	643292	644218	+	927	962
CLUG_05146	Supercontig_1.6	643400	644287	-	888	901
CLUG_05147	Supercontig_1.6	645714	646454	+	741	11036
CLUG_05148	Supercontig_1.6	646515	647075	-	561	1299
CLUG_05149	Supercontig_1.6	648641	649369	-	729	1159
CLUG_05150	Supercontig_1.6	648647	649255	+	609	1126
CLUG_05151	Supercontig_1.6	650621	651340	+	720	5531
CLUG_05152	Supercontig_1.6	651916	652401	+	486	13449
CLUG_05153	Supercontig_1.6	653116	655524	-	2409	1127
CLUG_05154	Supercontig_1.6	655931	657310	+	1380	724
CLUG_05155	Supercontig_1.6	657644	659350	-	1707	29984
CLUG_05156	Supercontig_1.6	661114	662691	+	1578	6584
CLUG_05157	Supercontig_1.6	663877	664728	+	852	4043
CLUG_05158	Supercontig_1.6	665405	667828	+	2424	17136
CLUG_05159	Supercontig_1.6	668718	669578	+	861	345
CLUG_05160	Supercontig_1.6	669713	670300	-	588	147
CLUG_05161	Supercontig_1.6	670688	672271	+	1584	4927
CLUG_05162	Supercontig_1.6	672572	674431	-	1860	1516
CLUG_05163	Supercontig_1.6	674631	676997	-	2367	1001
CLUG_05164	Supercontig_1.6	677791	678168	-	378	9866
CLUG_05165	Supercontig_1.6	680739	683297	+	2559	4713
CLUG_05166	Supercontig_1.6	684227	684958	-	732	8952
CLUG_05167	Supercontig_1.6	684251	684928	+	678	8842
CLUG_05168	Supercontig_1.6	685368	687086	-	1719	1313
CLUG_05169	Supercontig_1.6	688781	690076	+	1296	3437
CLUG_05170	Supercontig_1.6	690539	691357	-	819	725
CLUG_05171	Supercontig_1.6	691695	692012	-	318	157
CLUG_05172	Supercontig_1.6	692300	693580	+	1281	532
CLUG_05173	Supercontig_1.6	694396	695667	-	1272	1285
CLUG_05174	Supercontig_1.6	694408	695526	+	1119	1259
CLUG_05175	Supercontig_1.6	695924	696394	+	471	845
CLUG_05176	Supercontig_1.6	696520	697002	-	483	100
CLUG_05177	Supercontig_1.6	696773	697312	-	540	17
CLUG_05178	Supercontig_1.6	697706	698953	+	1248	521
CLUG_05179	Supercontig_1.6	699499	700218	+	720	802
CLUG_05180	Supercontig_1.6	699508	700254	-	747	817
CLUG_05181	Supercontig_1.6	701223	702020	+	798	384
CLUG_05182	Supercontig_1.6	701610	702494	-	885	1370
CLUG_05183	Supercontig_1.6	702137	702541	+	405	1325
CLUG_05184	Supercontig_1.6	703281	704828	+	1548	631
CLUG_05185	Supercontig_1.6	705207	705854	-	648	387
CLUG_05186	Supercontig_1.6	707476	708930	+	1455	810
CLUG_05187	Supercontig_1.6	709493	710182	-	690	2630
CLUG_05188	Supercontig_1.6	712302	712844	+	543	230
CLUG_05189	Supercontig_1.6	712994	714877	-	1884	962
CLUG_05190	Supercontig_1.6	715552	716721	+	1170	986
CLUG_05191	Supercontig_1.6	717402	718397	+	996	615
CLUG_05192	Supercontig_1.6	721216	722079	-	864	586
CLUG_05193	Supercontig_1.6	726406	727242	+	837	289
CLUG_05194	Supercontig_1.6	727424	728062	+	639	934
CLUG_05195	Supercontig_1.6	729491	731245	+	1755	2637
CLUG_05196	Supercontig_1.6	731677	732411	-	735	262
CLUG_05197	Supercontig_1.6	732651	735947	+	3297	1204
CLUG_05198	Supercontig_1.6	736420	737352	-	933	217
CLUG_05199	Supercontig_1.6	737966	739105	+	1140	738
CLUG_05200	Supercontig_1.6	739637	740707	+	1071	899
CLUG_05201	Supercontig_1.6	741356	741952	+	597	416
CLUG_05202	Supercontig_1.6	742136	744676	+	2541	4621
CLUG_05203	Supercontig_1.6	745029	745697	-	669	1114
CLUG_05204	Supercontig_1.6	745989	746501	+	513	1048
CLUG_05205	Supercontig_1.6	747152	748585	-	1434	2269
CLUG_05206	Supercontig_1.6	749723	750382	-	660	2634
CLUG_05207	Supercontig_1.6	750615	753398	-	2784	4034
CLUG_05208	Supercontig_1.6	753589	756510	-	2922	2615
CLUG_05209	Supercontig_1.6	758550	759803	+	1254	74
CLUG_05210	Supercontig_1.6	760088	761773	-	1686	4130
CLUG_05211	Supercontig_1.6	763764	764462	+	699	668
CLUG_05212	Supercontig_1.6	764538	765062	+	525	6394
CLUG_05213	Supercontig_1.6	764556	764810	-	255	6008
CLUG_05214	Supercontig_1.6	765093	765647	-	555	465
CLUG_05215	Supercontig_1.6	766003	766491	-	489	2007
CLUG_05216	Supercontig_1.6	767407	768591	+	1185	334000
CLUG_05217	Supercontig_1.6	768949	771801	-	2853	3679
CLUG_05218	Supercontig_1.6	771028	771738	+	711	676
CLUG_05219	Supercontig_1.6	772200	773882	+	1683	2801
CLUG_05220	Supercontig_1.6	774205	775428	+	1224	4092
CLUG_05221	Supercontig_1.6	775597	777999	+	2403	1167
CLUG_05222	Supercontig_1.6	778094	778660	+	567	369
CLUG_05223	Supercontig_1.6	780017	781831	+	1815	1944
CLUG_05224	Supercontig_1.6	782023	782409	+	387	252
CLUG_05225	Supercontig_1.6	782291	783952	+	1662	1425
CLUG_05226	Supercontig_1.6	784486	785166	+	681	2763
CLUG_05227	Supercontig_1.6	785220	785819	-	600	2198
CLUG_05228	Supercontig_1.6	786557	787474	+	918	5109
CLUG_05229	Supercontig_1.6	787537	789204	-	1668	1122
CLUG_05230	Supercontig_1.6	793403	795889	+	2487	146
CLUG_05231	Supercontig_1.6	798003	800936	+	2934	263
CLUG_05232	Supercontig_1.6	801551	802459	-	909	231
CLUG_05233	Supercontig_1.6	806735	811063	+	4329	997
CLUG_05234	Supercontig_1.7	1679	3559	-	1881	352
CLUG_05235	Supercontig_1.7	10253	11899	+	1647	269
CLUG_05236	Supercontig_1.7	11923	13626	-	1704	8161
CLUG_05237	Supercontig_1.7	15894	16967	+	1074	1203
CLUG_05238	Supercontig_1.7	17654	18451	+	798	426
CLUG_05239	Supercontig_1.7	19803	21119	+	1317	2575
CLUG_05240	Supercontig_1.7	21544	24579	-	3036	3593
CLUG_05241	Supercontig_1.7	25578	27836	-	2259	1486
CLUG_05242	Supercontig_1.7	28259	29890	+	1632	1541
CLUG_05243	Supercontig_1.7	30375	30902	-	528	63
CLUG_05244	Supercontig_1.7	30914	32008	+	1095	363
CLUG_05245	Supercontig_1.7	32599	35175	+	2577	2568
CLUG_05246	Supercontig_1.7	35739	36731	+	993	1643
CLUG_05247	Supercontig_1.7	37715	39577	+	1863	574
CLUG_05248	Supercontig_1.7	41588	43852	+	2265	1734
CLUG_05249	Supercontig_1.7	44066	45730	-	1665	187
CLUG_05250	Supercontig_1.7	44294	44776	+	483	51
CLUG_05251	Supercontig_1.7	44664	45635	-	972	0
CLUG_05252	Supercontig_1.7	45375	46241	+	867	135
CLUG_05253	Supercontig_1.7	45788	46222	+	435	0
CLUG_05254	Supercontig_1.7	47240	47863	-	624	3538
CLUG_05255	Supercontig_1.7	48607	48897	+	291	110
CLUG_05256	Supercontig_1.7	50136	50933	-	798	170
CLUG_05257	Supercontig_1.7	50295	50921	+	627	167
CLUG_05258	Supercontig_1.7	52149	52559	+	411	12898
CLUG_05259	Supercontig_1.7	53439	55394	-	1956	3637
CLUG_05260	Supercontig_1.7	57634	61635	+	4002	2152
CLUG_05261	Supercontig_1.7	61711	62469	+	759	1137
CLUG_05262	Supercontig_1.7	62791	63120	+	330	1273
CLUG_05263	Supercontig_1.7	63916	64383	-	468	157
CLUG_05264	Supercontig_1.7	63974	64435	+	462	145
CLUG_05265	Supercontig_1.7	65267	66034	+	768	4034
CLUG_05266	Supercontig_1.7	65300	65731	-	432	3955
CLUG_05267	Supercontig_1.7	66350	68203	-	1854	4812
CLUG_05268	Supercontig_1.7	69559	70356	+	798	982
CLUG_05269	Supercontig_1.7	70548	71867	-	1320	3300
CLUG_05270	Supercontig_1.7	72560	75925	+	3366	4062
CLUG_05271	Supercontig_1.7	76586	78109	+	1524	1094
CLUG_05272	Supercontig_1.7	78543	84035	+	5493	3957
CLUG_05273	Supercontig_1.7	84090	85235	-	1146	50718
CLUG_05274	Supercontig_1.7	86065	86607	+	543	2807
CLUG_05275	Supercontig_1.7	88859	90049	+	1191	2850
CLUG_05276	Supercontig_1.7	91462	92523	+	1062	1614
CLUG_05277	Supercontig_1.7	93291	93863	+	573	306
CLUG_05278	Supercontig_1.7	94337	95902	+	1566	1707
CLUG_05279	Supercontig_1.7	96142	96597	+	456	25
CLUG_05280	Supercontig_1.7	96866	98011	+	1146	1103
CLUG_05281	Supercontig_1.7	99352	99879	-	528	70
CLUG_05282	Supercontig_1.7	100132	101913	+	1782	26134
CLUG_05283	Supercontig_1.7	102077	103732	-	1656	2746
CLUG_05284	Supercontig_1.7	104251	105285	-	1035	3487
CLUG_05285	Supercontig_1.7	105789	106955	-	1167	1676
CLUG_05286	Supercontig_1.7	107887	110187	-	2301	15354
CLUG_05287	Supercontig_1.7	111587	114232	+	2646	1105
CLUG_05288	Supercontig_1.7	115310	117793	+	2484	3812
CLUG_05289	Supercontig_1.7	117830	120202	-	2373	1183
CLUG_05290	Supercontig_1.7	120793	123063	+	2271	1394
CLUG_05291	Supercontig_1.7	123288	124256	-	969	24473
