# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L1B_benomyl.r2.gsnap_frags.tab" "-F" "GTF" "-p" "aln/L1B_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L1B_benomyl.r2.gsnap.bam
CLUG_05461	Supercontig_1.7	452943	453434	+	492	3
CLUG_05462	Supercontig_1.7	453241	453840	-	600	210
CLUG_05463	Supercontig_1.7	456928	457488	+	561	89
CLUG_05464	Supercontig_1.7	457105	457668	-	564	14
CLUG_05465	Supercontig_1.7	461810	463510	+	1701	46
CLUG_05466	Supercontig_1.7	465132	466007	+	876	10
CLUG_05467	Supercontig_1.7	467893	469737	-	1845	39
CLUG_05468	Supercontig_1.7	468199	469761	+	1563	7
CLUG_05469	Supercontig_1.7	472775	475306	+	2532	28
CLUG_05470	Supercontig_1.7	476002	477855	+	1854	25
CLUG_05471	Supercontig_1.7	478023	479201	-	1179	75
CLUG_05472	Supercontig_1.7	479351	480667	-	1317	42
CLUG_05473	Supercontig_1.7	482016	485189	+	3174	104
CLUG_05474	Supercontig_1.7	487078	488082	+	1005	128
CLUG_05475	Supercontig_1.7	488931	491378	-	2448	556
CLUG_05476	Supercontig_1.7	490039	491559	+	1521	187
CLUG_05477	Supercontig_1.7	493639	494160	-	522	44
CLUG_05478	Supercontig_1.7	495335	496435	+	1101	32
CLUG_05479	Supercontig_1.7	498559	500067	+	1509	2
CLUG_05480	Supercontig_1.7	498609	500036	+	1428	0
CLUG_05481	Supercontig_1.7	502118	502762	-	645	109
CLUG_05482	Supercontig_1.7	504239	505279	+	1041	34
CLUG_05483	Supercontig_1.7	506924	508891	+	1968	89
CLUG_05484	Supercontig_1.7	510197	511597	-	1401	6
CLUG_05485	Supercontig_1.7	512346	513704	-	1359	10
CLUG_05486	Supercontig_1.7	515311	517686	+	2376	52
CLUG_05487	Supercontig_1.7	518449	519198	+	750	342
CLUG_05488	Supercontig_1.7	520533	522230	-	1698	52
CLUG_05489	Supercontig_1.7	522929	523828	+	900	59
CLUG_05490	Supercontig_1.7	524937	525863	-	927	14
CLUG_05491	Supercontig_1.7	527235	528470	+	1236	212
CLUG_05492	Supercontig_1.7	529296	529763	+	468	113
CLUG_05493	Supercontig_1.7	530482	532326	+	1845	135
CLUG_05494	Supercontig_1.7	532488	533126	-	639	50
CLUG_05495	Supercontig_1.7	532855	533385	-	531	10
CLUG_05496	Supercontig_1.7	533514	536531	-	3018	173
CLUG_05497	Supercontig_1.7	537134	540460	+	3327	121
CLUG_05498	Supercontig_1.7	541047	543245	+	2199	88
CLUG_05499	Supercontig_1.7	545895	546272	+	378	89
CLUG_05500	Supercontig_1.7	546919	550821	+	3903	2363
CLUG_05501	Supercontig_1.7	551495	553645	-	2151	70
CLUG_05502	Supercontig_1.7	554822	556270	-	1449	127
CLUG_05503	Supercontig_1.7	556779	557573	-	795	208
CLUG_05504	Supercontig_1.7	559094	563389	+	4296	679
CLUG_05505	Supercontig_1.7	563470	564879	-	1410	104
CLUG_05506	Supercontig_1.7	565884	568607	+	2724	6830
CLUG_05507	Supercontig_1.7	568715	569842	-	1128	1630
CLUG_05508	Supercontig_1.7	570151	570828	-	678	61
CLUG_05509	Supercontig_1.7	571386	572294	-	909	22
CLUG_05510	Supercontig_1.7	573693	577274	+	3582	30
CLUG_05511	Supercontig_1.7	578069	580618	+	2550	107
CLUG_05512	Supercontig_1.7	581322	582299	+	978	44
CLUG_05513	Supercontig_1.7	583126	587970	+	4845	96
CLUG_05514	Supercontig_1.7	588722	589999	+	1278	50
CLUG_05515	Supercontig_1.7	590543	591523	-	981	80
CLUG_05516	Supercontig_1.7	592164	592544	+	381	10
CLUG_05517	Supercontig_1.7	593326	594912	-	1587	146
CLUG_05518	Supercontig_1.7	596570	597910	+	1341	47
CLUG_05519	Supercontig_1.7	598427	599941	-	1515	30
CLUG_05520	Supercontig_1.7	601294	602160	+	867	9
CLUG_05521	Supercontig_1.7	603287	604588	+	1302	36
CLUG_05522	Supercontig_1.7	605562	606644	-	1083	11
CLUG_05523	Supercontig_1.7	608370	609515	+	1146	366
CLUG_05524	Supercontig_1.7	610353	611183	+	831	182
CLUG_05525	Supercontig_1.7	611939	614221	+	2283	220
CLUG_05526	Supercontig_1.7	614460	614864	+	405	30
CLUG_05527	Supercontig_1.7	615324	616340	+	1017	86
CLUG_05528	Supercontig_1.7	618097	618777	-	681	54
CLUG_05529	Supercontig_1.7	618103	618756	+	654	58
CLUG_05530	Supercontig_1.7	619348	619725	-	378	10
CLUG_05531	Supercontig_1.7	620543	622354	-	1812	23
CLUG_05532	Supercontig_1.7	624086	624679	+	594	134
CLUG_05533	Supercontig_1.7	624924	625985	-	1062	411
CLUG_05534	Supercontig_1.7	627693	629078	+	1386	42
CLUG_05535	Supercontig_1.7	634673	635470	+	798	104
CLUG_05536	Supercontig_1.7	637915	639174	-	1260	83
CLUG_05537	Supercontig_1.7	639384	640985	-	1602	333
CLUG_05538	Supercontig_1.7	644334	645614	+	1281	6912
CLUG_05539	Supercontig_1.7	646028	646537	-	510	769
CLUG_05540	Supercontig_1.7	648374	650491	-	2118	558
CLUG_05541	Supercontig_1.7	651079	651498	-	420	162
CLUG_05542	Supercontig_1.7	653189	654196	+	1008	672
CLUG_05543	Supercontig_1.7	654345	655373	+	1029	163
CLUG_05544	Supercontig_1.7	656093	656809	+	717	9941
CLUG_05545	Supercontig_1.7	657189	658418	+	1230	64
CLUG_05546	Supercontig_1.7	658836	660308	+	1473	62
CLUG_05547	Supercontig_1.7	661680	663035	+	1356	41
CLUG_05548	Supercontig_1.7	664584	666230	+	1647	277
CLUG_05549	Supercontig_1.7	668012	669649	+	1638	68
CLUG_05550	Supercontig_1.7	668327	668950	-	624	54
CLUG_05551	Supercontig_1.7	669981	671435	-	1455	54
CLUG_05552	Supercontig_1.7	673364	674713	-	1350	74
CLUG_05553	Supercontig_1.7	674739	675284	+	546	128
CLUG_05554	Supercontig_1.7	675619	675900	-	282	38
CLUG_05555	Supercontig_1.7	678048	679556	+	1509	96
CLUG_05556	Supercontig_1.7	680082	681929	+	1848	114
CLUG_05557	Supercontig_1.7	682675	683754	-	1080	31
CLUG_05558	Supercontig_1.7	685417	686226	-	810	320
CLUG_05559	Supercontig_1.7	688703	689641	+	939	191
CLUG_05560	Supercontig_1.7	690280	690918	-	639	59
CLUG_05561	Supercontig_1.7	691101	691793	+	693	101
CLUG_05562	Supercontig_1.7	691167	691757	-	591	350
CLUG_05563	Supercontig_1.7	692597	692896	-	300	7
CLUG_05564	Supercontig_1.7	693310	693834	+	525	3
CLUG_05565	Supercontig_1.7	694433	696055	-	1623	29
CLUG_05566	Supercontig_1.7	696335	696988	-	654	28
CLUG_05567	Supercontig_1.7	698106	699563	+	1458	7
CLUG_05568	Supercontig_1.7	699762	700211	-	450	20
CLUG_05569	Supercontig_1.7	702061	702459	-	399	7
CLUG_05570	Supercontig_1.7	702795	705029	-	2235	67
CLUG_05571	Supercontig_1.7	705987	706943	-	957	5
CLUG_05572	Supercontig_1.7	707110	707724	+	615	27
CLUG_05573	Supercontig_1.7	709179	709682	-	504	5
CLUG_05574	Supercontig_1.7	709877	711325	+	1449	331
CLUG_05575	Supercontig_1.7	713111	713491	-	381	73
CLUG_05576	Supercontig_1.7	715221	716243	-	1023	225
CLUG_05577	Supercontig_1.7	716525	719593	-	3069	528
CLUG_05578	Supercontig_1.7	720486	721580	-	1095	251
CLUG_05579	Supercontig_1.7	723137	723982	-	846	13
CLUG_05580	Supercontig_1.7	725456	727960	+	2505	15
CLUG_05581	Supercontig_1.7	729447	730496	-	1050	54
CLUG_05582	Supercontig_1.7	729630	730082	+	453	126
CLUG_05583	Supercontig_1.7	730585	731997	-	1413	79
CLUG_05584	Supercontig_1.7	732143	733669	-	1527	96
CLUG_05585	Supercontig_1.7	734230	735678	+	1449	10
CLUG_05586	Supercontig_1.7	734671	735195	-	525	44
CLUG_05587	Supercontig_1.7	735318	735776	-	459	43
CLUG_05588	Supercontig_1.7	735890	737635	+	1746	19
CLUG_05589	Supercontig_1.7	738426	739751	+	1326	4
CLUG_05590	Supercontig_1.7	740399	741886	+	1488	3
CLUG_05591	Supercontig_1.7	744072	745661	+	1590	60
CLUG_05592	Supercontig_1.7	746022	747440	-	1419	7
CLUG_05593	Supercontig_1.7	753415	755439	+	2025	4
CLUG_05594	Supercontig_1.7	757398	757874	-	477	10
CLUG_05595	Supercontig_1.7	759025	760038	-	1014	14
CLUG_05596	Supercontig_1.7	760158	761441	+	1284	2
CLUG_05597	Supercontig_1.7	768105	769313	+	1209	0
CLUG_05598	Supercontig_1.7	770719	771183	-	465	0
CLUG_05599	Supercontig_1.7	771485	775738	+	4254	0
CLUG_05600	Supercontig_1.7	776810	777649	+	840	12
CLUG_05601	Supercontig_1.8	1	2340	-	2340	0
CLUG_05602	Supercontig_1.8	12434	13198	-	765	0
CLUG_05603	Supercontig_1.8	15417	19037	-	3621	0
CLUG_05604	Supercontig_1.8	19363	19818	+	456	0
CLUG_05605	Supercontig_1.8	21523	22302	+	780	0
CLUG_05606	Supercontig_1.8	23437	25308	-	1872	0
CLUG_05607	Supercontig_1.8	36939	40370	+	3432	47
CLUG_05608	Supercontig_1.8	41295	42737	+	1443	7
CLUG_05609	Supercontig_1.8	42926	44884	+	1959	918
CLUG_05610	Supercontig_1.8	45187	46794	-	1608	605
CLUG_05611	Supercontig_1.8	46944	47966	+	1023	52
CLUG_05612	Supercontig_1.8	48165	49418	-	1254	85
CLUG_05613	Supercontig_1.8	49533	51386	-	1854	117
CLUG_05614	Supercontig_1.8	54189	54902	-	714	66
CLUG_05615	Supercontig_1.8	57523	58728	-	1206	22
CLUG_05616	Supercontig_1.8	58725	60041	-	1317	81
CLUG_05617	Supercontig_1.8	58959	60020	+	1062	25
CLUG_05618	Supercontig_1.8	61659	63251	-	1593	24
CLUG_05619	Supercontig_1.8	65953	67824	-	1872	81
CLUG_05620	Supercontig_1.8	67865	68443	+	579	24
CLUG_05621	Supercontig_1.8	69247	71502	-	2256	240
CLUG_05622	Supercontig_1.8	72987	74414	-	1428	118
CLUG_05623	Supercontig_1.8	75350	76204	-	855	32
CLUG_05624	Supercontig_1.8	76257	77015	-	759	39
CLUG_05625	Supercontig_1.8	77202	77702	-	501	192
CLUG_05626	Supercontig_1.8	79119	80303	+	1185	410
CLUG_05627	Supercontig_1.8	79128	80117	-	990	57
CLUG_05628	Supercontig_1.8	80697	82523	+	1827	116
CLUG_05629	Supercontig_1.8	83697	84140	-	444	92
CLUG_05630	Supercontig_1.8	85299	85808	-	510	359
CLUG_05631	Supercontig_1.8	85408	85920	+	513	34
CLUG_05632	Supercontig_1.8	88196	91216	-	3021	123
CLUG_05633	Supercontig_1.8	88778	91231	+	2454	1102
CLUG_05634	Supercontig_1.8	93642	95549	+	1908	40
CLUG_05635	Supercontig_1.8	96214	96741	-	528	7
CLUG_05636	Supercontig_1.8	98607	100157	-	1551	7
CLUG_05637	Supercontig_1.8	102331	103119	+	789	17
CLUG_05638	Supercontig_1.8	103806	104282	+	477	39
CLUG_05639	Supercontig_1.8	103819	104418	-	600	61
CLUG_05640	Supercontig_1.8	106782	108974	+	2193	133
CLUG_05641	Supercontig_1.8	109537	110568	-	1032	5
CLUG_05642	Supercontig_1.8	109589	110209	+	621	28
CLUG_05643	Supercontig_1.8	111007	112098	+	1092	16
CLUG_05644	Supercontig_1.8	112958	115375	+	2418	804
CLUG_05645	Supercontig_1.8	115689	116213	+	525	122
CLUG_05646	Supercontig_1.8	116283	117668	-	1386	1010
CLUG_05647	Supercontig_1.8	119531	122281	+	2751	34
CLUG_05648	Supercontig_1.8	124290	124763	+	474	7
CLUG_05649	Supercontig_1.8	124775	126358	+	1584	13
CLUG_05650	Supercontig_1.8	128416	128955	+	540	11
CLUG_05651	Supercontig_1.8	128583	128933	+	351	0
CLUG_05652	Supercontig_1.8	130997	131425	+	429	40
CLUG_05653	Supercontig_1.8	133084	133401	+	318	90
CLUG_05654	Supercontig_1.8	135116	135907	-	792	44
CLUG_05655	Supercontig_1.8	136418	137701	+	1284	112
CLUG_05656	Supercontig_1.8	138594	140345	+	1752	836
CLUG_05657	Supercontig_1.8	140395	141645	-	1251	400
CLUG_05658	Supercontig_1.8	141840	142607	-	768	22
CLUG_05659	Supercontig_1.8	143232	143729	+	498	8
CLUG_05660	Supercontig_1.8	144142	147318	+	3177	58
CLUG_05661	Supercontig_1.8	147355	148458	-	1104	14
CLUG_05662	Supercontig_1.8	149028	150182	+	1155	4
CLUG_05663	Supercontig_1.8	150595	151083	+	489	11
CLUG_05664	Supercontig_1.8	151313	151678	-	366	6
CLUG_05665	Supercontig_1.8	151745	153010	+	1266	30
CLUG_05666	Supercontig_1.8	153013	154707	+	1695	223
CLUG_05667	Supercontig_1.8;Supercontig_1.8	154759;155343	155184;155870	-;-	954	303
CLUG_05668	Supercontig_1.8	156302	157663	+	1362	54
CLUG_05669	Supercontig_1.8	157660	158649	-	990	54
CLUG_05670	Supercontig_1.8	164423	166918	+	2496	1244
CLUG_05671	Supercontig_1.8	166957	167550	-	594	194
CLUG_05672	Supercontig_1.8	167799	169466	-	1668	181
CLUG_05673	Supercontig_1.8	169692	171287	-	1596	169
CLUG_05674	Supercontig_1.8	171572	172564	+	993	858
CLUG_05675	Supercontig_1.8	172732	174573	+	1842	816
CLUG_05676	Supercontig_1.8	175325	176623	+	1299	1168
CLUG_05677	Supercontig_1.8	176665	178002	-	1338	788
CLUG_05678	Supercontig_1.8	178230	179648	-	1419	250
CLUG_05679	Supercontig_1.8	180105	181046	+	942	83
CLUG_05680	Supercontig_1.8	181122	182120	-	999	215
CLUG_05681	Supercontig_1.8	182442	183167	-	726	227
CLUG_05682	Supercontig_1.8	183783	185054	-	1272	405
CLUG_05683	Supercontig_1.8	185087	187015	-	1929	833
CLUG_05684	Supercontig_1.8	188820	189812	+	993	450
CLUG_05685	Supercontig_1.8	191287	192372	+	1086	174
CLUG_05686	Supercontig_1.8	192478	195294	-	2817	106
CLUG_05687	Supercontig_1.8	197092	197895	-	804	126
CLUG_05688	Supercontig_1.8	197236	197901	+	666	295
CLUG_05689	Supercontig_1.8	198079	198684	+	606	132
CLUG_05690	Supercontig_1.8	198809	201010	-	2202	342
CLUG_05691	Supercontig_1.8	203397	208079	-	4683	135
CLUG_05692	Supercontig_1.8	203646	204305	+	660	300
CLUG_05693	Supercontig_1.8	207148	207750	+	603	72
CLUG_05694	Supercontig_1.8	210209	211993	+	1785	209
CLUG_05695	Supercontig_1.8	215281	219096	-	3816	182
CLUG_05696	Supercontig_1.8	222330	223292	-	963	47
CLUG_05697	Supercontig_1.8	222407	223069	-	663	0
CLUG_05698	Supercontig_1.8	222446	223036	+	591	17
CLUG_05699	Supercontig_1.8	222465	222959	+	495	0
CLUG_05700	Supercontig_1.8	226001	226540	+	540	3
CLUG_05701	Supercontig_1.8	228139	229236	+	1098	140
CLUG_05702	Supercontig_1.8	235037	235558	+	522	4
CLUG_05703	Supercontig_1.8	235584	236129	+	546	0
CLUG_05704	Supercontig_1.8	235762	236637	+	876	7
CLUG_05705	Supercontig_1.8	240179	243139	+	2961	38
CLUG_05706	Supercontig_1.8	244053	245585	+	1533	227
CLUG_05707	Supercontig_1.8;Supercontig_1.8	246445;246512	246464;246752	+;+	261	29
CLUG_05708	Supercontig_1.8	247210	248883	-	1674	66
CLUG_05709	Supercontig_1.8	251111	253231	-	2121	77
CLUG_05710	Supercontig_1.8	255189	258296	+	3108	59
CLUG_05711	Supercontig_1.8	258982	260181	+	1200	0
CLUG_05712	Supercontig_1.8	261587	263419	+	1833	424
CLUG_05713	Supercontig_1.8	261746	263401	-	1656	2489
CLUG_05714	Supercontig_1.8	264103	265122	-	1020	19
CLUG_05715	Supercontig_1.8	264151	265149	+	999	79
CLUG_05716	Supercontig_1.8	267320	268360	-	1041	20
CLUG_05717	Supercontig_1.8	267398	268426	+	1029	139
CLUG_05718	Supercontig_1.8	271277	272152	-	876	38
CLUG_05719	Supercontig_1.8	272291	273238	-	948	37
CLUG_05720	Supercontig_1.8	274630	275508	+	879	23
CLUG_05721	Supercontig_1.8	276767	278446	+	1680	147
CLUG_05722	Supercontig_1.8	278827	283788	-	4962	99
CLUG_05723	Supercontig_1.8	284496	286247	+	1752	54
CLUG_05724	Supercontig_1.8	286762	287637	-	876	79
CLUG_05725	Supercontig_1.8	288043	288561	-	519	34
CLUG_05726	Supercontig_1.8	288890	290608	-	1719	42
CLUG_05727	Supercontig_1.8	292065	292679	+	615	58
CLUG_05728	Supercontig_1.8	292913	301870	-	8958	239
CLUG_05729	Supercontig_1.8	301926	304280	-	2355	9
CLUG_05730	Supercontig_1.8	305510	306235	-	726	13
CLUG_05731	Supercontig_1.8	306463	307698	-	1236	14
CLUG_05732	Supercontig_1.8	307874	308362	-	489	0
CLUG_05733	Supercontig_1.8	310718	312502	+	1785	20
CLUG_05734	Supercontig_1.8	312538	312999	-	462	40
CLUG_05735	Supercontig_1.8	314350	314823	+	474	18
CLUG_05736	Supercontig_1.8	316905	319034	-	2130	184
CLUG_05737	Supercontig_1.8	319439	321052	+	1614	46
CLUG_05738	Supercontig_1.8	323056	324123	-	1068	130
CLUG_05739	Supercontig_1.8	324672	325670	-	999	132
CLUG_05740	Supercontig_1.8	326357	326686	-	330	273
CLUG_05741	Supercontig_1.8	326980	331512	-	4533	593
CLUG_05742	Supercontig_1.8	332828	333907	-	1080	235
CLUG_05743	Supercontig_1.8	335549	336136	-	588	89
CLUG_05744	Supercontig_1.8	335661	337490	+	1830	22
CLUG_05745	Supercontig_1.8	335800	336273	+	474	0
CLUG_05746	Supercontig_1.8	337833	339653	-	1821	99
CLUG_05747	Supercontig_1.8	340525	340800	-	276	39
CLUG_05748	Supercontig_1.8	341233	344025	-	2793	231
CLUG_05749	Supercontig_1.8	346613	347629	+	1017	357
CLUG_05750	Supercontig_1.8	348222	350399	-	2178	13
CLUG_05751	Supercontig_1.8	351946	353112	+	1167	32
CLUG_05752	Supercontig_1.8	354463	355065	+	603	555
CLUG_05753	Supercontig_1.8	354598	355602	-	1005	10166
CLUG_05754	Supercontig_1.8	355821	357533	+	1713	17
CLUG_05755	Supercontig_1.8	359035	360207	+	1173	84
CLUG_05756	Supercontig_1.8	362097	363125	+	1029	30
CLUG_05757	Supercontig_1.8	365054	366652	+	1599	71
CLUG_05758	Supercontig_1.8	367992	368771	+	780	56
CLUG_05759	Supercontig_1.8	369171	370715	-	1545	35
CLUG_05760	Supercontig_1.8	371367	372641	+	1275	167
CLUG_05761	Supercontig_1.8	373062	373898	+	837	41
CLUG_05762	Supercontig_1.8	374231	375109	+	879	10
CLUG_05763	Supercontig_1.8	375135	376304	-	1170	43
CLUG_05764	Supercontig_1.8	376968	378770	+	1803	373
CLUG_05765	Supercontig_1.8	381786	383180	-	1395	795
CLUG_05766	Supercontig_1.8	381840	383285	+	1446	133
CLUG_05767	Supercontig_1.8	383908	384654	-	747	27
CLUG_05768	Supercontig_1.8	385376	387706	-	2331	165
CLUG_05769	Supercontig_1.8;Supercontig_1.8	388207;388795	388280;389194	+;+	474	1053
CLUG_05770	Supercontig_1.8	389801	392932	+	3132	93
CLUG_05771	Supercontig_1.8	393879	398057	+	4179	61
CLUG_05772	Supercontig_1.8	398387	398746	-	360	19
CLUG_05773	Supercontig_1.8	398914	399456	-	543	155
CLUG_05774	Supercontig_1.8	400311	402527	-	2217	302
CLUG_05775	Supercontig_1.8	400743	401303	+	561	397
CLUG_05776	Supercontig_1.8	403775	405049	+	1275	409
CLUG_05777	Supercontig_1.8	403784	405037	-	1254	84
CLUG_05778	Supercontig_1.8	405954	407870	-	1917	71
CLUG_05779	Supercontig_1.8	406815	407750	+	936	73
CLUG_05780	Supercontig_1.8	407365	407844	-	480	0
CLUG_05781	Supercontig_1.8	408967	410805	+	1839	59
CLUG_05782	Supercontig_1.8	410817	413114	-	2298	41
CLUG_05783	Supercontig_1.8	414161	416431	-	2271	59
CLUG_05784	Supercontig_1.8	414317	416428	+	2112	486
CLUG_05785	Supercontig_1.8	417651	418508	+	858	18
CLUG_05786	Supercontig_1.8	418582	420117	-	1536	666
CLUG_05787	Supercontig_1.8	422935	424488	+	1554	2117
CLUG_05788	Supercontig_1.8	425436	427526	+	2091	399
CLUG_05789	Supercontig_1.8	428361	429473	-	1113	388
CLUG_05790	Supercontig_1.8	430556	430873	+	318	55
CLUG_05791	Supercontig_1.8	430954	434988	-	4035	262
CLUG_05792	Supercontig_1.8	435795	436604	+	810	501
CLUG_05793	Supercontig_1.8	437620	438756	+	1137	3604
CLUG_05794	Supercontig_1.8	441249	442013	+	765	2557
CLUG_05795	Supercontig_1.8	443084	444178	+	1095	550
CLUG_05796	Supercontig_1.8	444690	445391	-	702	56
CLUG_05797	Supercontig_1.8	446870	449362	+	2493	1589
CLUG_05798	Supercontig_1.8	450492	451604	+	1113	364
CLUG_05799	Supercontig_1.8	452147	454051	-	1905	7124
CLUG_05800	Supercontig_1.8	452153	454279	+	2127	691
CLUG_05801	Supercontig_1.8	454425	455045	+	621	137
CLUG_05802	Supercontig_1.8	456326	457753	-	1428	67
CLUG_05803	Supercontig_1.8	458621	459388	-	768	16
CLUG_05804	Supercontig_1.8	459847	462015	-	2169	323
CLUG_05805	Supercontig_1.8	463602	464000	-	399	38
CLUG_05806	Supercontig_1.8	464523	465023	+	501	51
CLUG_05807	Supercontig_1.8	465109	466680	+	1572	465
CLUG_05808	Supercontig_1.8	468354	469148	-	795	275
CLUG_05809	Supercontig_1.8	470417	470854	+	438	54
CLUG_05810	Supercontig_1.8	471900	472679	-	780	164
CLUG_05811	Supercontig_1.8	473372	474610	-	1239	196
CLUG_05812	Supercontig_1.8	475446	476090	+	645	3
CLUG_05813	Supercontig_1.8	475462	475998	+	537	0
CLUG_05814	Supercontig_1.8	475482	475982	-	501	39
CLUG_05815	Supercontig_1.8	476593	476931	+	339	31
CLUG_05816	Supercontig_1.8	477253	478578	-	1326	33
CLUG_05817	Supercontig_1.8	479617	481269	-	1653	56
CLUG_05818	Supercontig_1.8	482470	483033	-	564	5
CLUG_05819	Supercontig_1.8	483794	485047	+	1254	52
CLUG_05820	Supercontig_1.8	487371	488135	-	765	378
CLUG_05821	Supercontig_1.8	490979	492499	+	1521	526
CLUG_05822	Supercontig_1.8	494564	499678	+	5115	62
CLUG_05823	Supercontig_1.8	500270	501154	-	885	55
CLUG_05824	Supercontig_1.8	501562	502014	+	453	28
CLUG_05825	Supercontig_1.8	502342	503745	-	1404	759
CLUG_05826	Supercontig_1.8	506047	508788	+	2742	51
CLUG_05827	Supercontig_1.8	509445	510794	-	1350	130
CLUG_05828	Supercontig_1.8	512253	513689	+	1437	65
CLUG_05829	Supercontig_1.8	514036	514611	+	576	36
CLUG_05830	Supercontig_1.8	515123	515791	-	669	26
CLUG_05831	Supercontig_1.8	516382	517440	-	1059	38
CLUG_05832	Supercontig_1.8	517735	518511	+	777	77
CLUG_05833	Supercontig_1.8	519081	520157	+	1077	196
CLUG_05834	Supercontig_1.8	520502	521521	-	1020	143
CLUG_05835	Supercontig_1.8	522415	523032	-	618	93
CLUG_05836	Supercontig_1.8	523809	524477	+	669	237
CLUG_05837	Supercontig_1.8	525637	527466	+	1830	170
CLUG_05838	Supercontig_1.8	529061	529870	+	810	145
CLUG_05839	Supercontig_1.8	530594	531148	+	555	72
CLUG_05840	Supercontig_1.8	531169	531471	-	303	69
CLUG_05841	Supercontig_1.8	532105	532431	+	327	5
CLUG_05842	Supercontig_1.8	532419	533102	-	684	84
CLUG_05843	Supercontig_1.8	534866	535858	+	993	57
CLUG_05844	Supercontig_1.8	534991	535848	-	858	323
CLUG_05845	Supercontig_1.8	537378	540527	+	3150	3221
CLUG_05846	Supercontig_1.8	540810	542693	+	1884	118
CLUG_05847	Supercontig_1.8	542787	544355	+	1569	200
CLUG_05848	Supercontig_1.8	544517	545419	-	903	65
CLUG_05849	Supercontig_1.8	545845	546357	-	513	47
CLUG_05850	Supercontig_1.8	547109	548410	-	1302	314
CLUG_05851	Supercontig_1.8	549826	551862	+	2037	8063
CLUG_05852	Supercontig_1.8	552593	554272	+	1680	147
CLUG_05853	Supercontig_1.8	555002	556360	+	1359	72
CLUG_05854	Supercontig_1.8	556527	557735	+	1209	88
CLUG_05855	Supercontig_1.8	557916	561629	-	3714	1084
CLUG_05856	Supercontig_1.8	562093	562263	+	171	235
CLUG_05857	Supercontig_1.8	562368	563279	-	912	1131
CLUG_05858	Supercontig_1.8	563760	566393	-	2634	2009
CLUG_05859	Supercontig_1.8	567653	569455	-	1803	254
CLUG_05860	Supercontig_1.8	570341	572467	-	2127	177
CLUG_05861	Supercontig_1.8	573193	574707	+	1515	131
CLUG_05862	Supercontig_1.8	574728	575918	-	1191	294
CLUG_05863	Supercontig_1.8	576281	576880	-	600	61
CLUG_05864	Supercontig_1.8	577225	578439	-	1215	25
CLUG_05865	Supercontig_1.8	579432	580460	+	1029	15
CLUG_05866	Supercontig_1.8	581035	583515	+	2481	45
CLUG_05867	Supercontig_1.8	583994	587425	+	3432	25
CLUG_05868	Supercontig_1.8	587497	588045	-	549	5
CLUG_05869	Supercontig_1.8	589885	591165	+	1281	26
CLUG_05870	Supercontig_1.8	592011	593240	+	1230	125
CLUG_05871	Supercontig_1.8	593958	596333	+	2376	162
CLUG_05872	Supercontig_1.8	597215	599422	+	2208	1687
CLUG_05873	Supercontig_1.8	600525	602018	+	1494	278
CLUG_05874	Supercontig_1.8	602846	603814	+	969	110
CLUG_05875	Supercontig_1.8	604207	605019	-	813	354
CLUG_05876	Supercontig_1.8	607273	607752	+	480	0
CLUG_05877	Supercontig_1.8	607920	609446	+	1527	0
CLUG_05878	Supercontig_1.8	609400	610206	+	807	0
CLUG_05879	Supercontig_1.8	610692	611393	+	702	243
CLUG_05880	Supercontig_1.8	611420	612538	-	1119	730
CLUG_05881	Supercontig_1.8	613415	615226	+	1812	351
CLUG_05882	Supercontig_1.8	615341	617374	-	2034	427
CLUG_05883	Supercontig_1.8	617895	618782	+	888	122
CLUG_05884	Supercontig_1.8	618810	621704	-	2895	463
CLUG_05885	Supercontig_1.8	618877	619344	+	468	149
CLUG_05886	Supercontig_1.8	619495	620004	+	510	116
CLUG_05887	Supercontig_1.8	622226	622747	+	522	142
CLUG_05888	Supercontig_1.8	623179	623787	+	609	329
CLUG_05889	Supercontig_1.8	624001	624519	-	519	55
CLUG_05890	Supercontig_1.8	624808	625827	-	1020	71
CLUG_05891	Supercontig_1.8	627453	628517	-	1065	75
CLUG_05892	Supercontig_1.8	629516	631219	+	1704	160
CLUG_05893	Supercontig_1.8	631722	632540	+	819	111
CLUG_05894	Supercontig_1.8	632652	633659	-	1008	24
CLUG_05895	Supercontig_1.8	634023	635678	-	1656	86
CLUG_05896	Supercontig_1.8	635797	638259	+	2463	63
CLUG_05897	Supercontig_1.8	638286	638594	-	309	26
