Geneid	Chr	Start	End	Strand	Length	L10.rep1	L10.rep2	L17.rep1	L17.rep2	U04.rep1	U04.rep2	U05.rep1	U05.rep2	U07.rep1	U07.rep2
CLUG_04768	Supercontig_1.5	1301133	1302596	-	1464	1596	237	955	613	1023	719	1105	1273	1136	811
CLUG_04769	Supercontig_1.5	1302904	1304895	-	1992	2418	283	1090	1124	1467	1563	1236	1580	1659	1384
CLUG_04770	Supercontig_1.5	1305577	1306125	-	549	1647	205	1616	1250	1783	1468	1157	1322	1418	1431
CLUG_04771	Supercontig_1.5	1306532	1307938	-	1407	13454	1619	7271	9473	6948	4634	10076	12356	6921	5430
CLUG_04772	Supercontig_1.5	1308855	1310339	+	1485	1623	164	748	635	1389	1181	828	1212	1465	1225
CLUG_04773	Supercontig_1.5	1310401	1311150	-	750	1535	235	845	324	1576	1479	789	1021	1484	1247
CLUG_04774	Supercontig_1.5	1311615	1312214	+	600	939	120	529	314	749	610	475	601	729	524
CLUG_04775	Supercontig_1.5	1312251	1316111	-	3861	2821	326	1259	940	2284	1988	1243	1805	2212	1692
CLUG_04776	Supercontig_1.5	1317416	1318630	+	1215	7386	1111	5230	4234	7109	5762	5525	6517	7118	6640
CLUG_04777	Supercontig_1.5	1318832	1319689	-	858	661	129	566	360	969	882	499	661	850	706
CLUG_04778	Supercontig_1.5	1320020	1322920	-	2901	2916	377	1262	1004	1822	1484	1468	2032	1927	1614
CLUG_04779	Supercontig_1.5	1325893	1331187	+	5295	4379	938	2698	1916	4922	7475	3991	5040	4651	4262
CLUG_04780	Supercontig_1.5	1331332	1332531	+	1200	2232	415	1833	946	2515	3483	1763	2353	2265	2194
CLUG_04781	Supercontig_1.5	1333525	1334976	-	1452	2082	305	1395	839	1336	1315	1188	1556	1557	1684
CLUG_04782	Supercontig_1.5	1335733	1336392	-	660	1973	323	1218	685	3452	2581	1952	1582	2365	1960
CLUG_04783	Supercontig_1.5	1337468	1338292	+	825	1051	154	889	556	1035	932	788	843	964	932
CLUG_04784	Supercontig_1.5	1338933	1340570	+	1638	1753	254	961	816	1523	1457	996	1386	1596	1341
CLUG_04785	Supercontig_1.5	1341096	1341407	-	312	35065	4974	20598	9430	36577	29817	18579	24505	34964	31830
CLUG_04786	Supercontig_1.5	1342562	1342984	+	423	2002	234	1254	828	1230	1027	1191	1502	1406	1250
CLUG_04787	Supercontig_1.5	1343076	1343912	-	837	1306	157	754	591	839	748	630	966	856	863
CLUG_04788	Supercontig_1.5	1344767	1345849	-	1083	29	6	7	9	11	22	11	17	7	18
CLUG_04789	Supercontig_1.5	1347463	1348596	+	1134	4856	606	3183	2918	4252	3704	3566	4554	4233	3498
CLUG_04790	Supercontig_1.5	1350347	1352080	+	1734	564	54	262	314	377	484	249	512	489	592
CLUG_04791	Supercontig_1.5	1353132	1354868	+	1737	1301	175	483	519	876	1038	702	919	1156	977
CLUG_04792	Supercontig_1.5	1355833	1357605	+	1773	1198	233	1075	676	1300	1269	1412	1195	1278	1455
CLUG_04793	Supercontig_1.5	1358547	1359992	-	1446	3164	395	1421	936	2898	2450	1384	1880	2448	2055
CLUG_04794	Supercontig_1.5	1360287	1361018	-	732	4092	660	4385	3114	4238	3136	3551	3490	3485	2930
CLUG_04795	Supercontig_1.5	1361102	1361947	-	846	72	8	63	44	48	31	52	46	51	36
CLUG_04796	Supercontig_1.5	1362257	1362970	+	714	371	40	197	112	308	231	148	223	295	269
CLUG_04797	Supercontig_1.5	1363980	1365770	+	1791	8551	1170	4975	3978	6628	5613	5497	6904	6533	5434
CLUG_04798	Supercontig_1.5	1366210	1367400	-	1191	143	19	132	83	156	134	117	147	120	110
CLUG_04799	Supercontig_1.5	1369257	1370645	+	1389	1768	189	801	442	2153	1826	760	1255	1794	1288
CLUG_04800	Supercontig_1.5	1371162	1373159	+	1998	3901	603	2158	1741	3013	2287	2573	3084	3087	2359
CLUG_04801	Supercontig_1.5	1374596	1376524	+	1929	3565	523	2399	2795	2573	5153	1502	2040	2268	1326
CLUG_04802	Supercontig_1.5	1376591	1379269	-	2679	4225	560	2691	2441	4049	3348	2782	3367	3610	3062
CLUG_04803	Supercontig_1.5	1379742	1379984	+	243	4732	802	3471	2721	3606	1881	4099	4185	3908	2715
CLUG_04804	Supercontig_1.5	1380642	1381964	-	1323	1060	129	482	343	1081	886	462	650	868	826
CLUG_04805	Supercontig_1.5	1382264	1383406	+	1143	3	1	8	4	1	2	8	10	9	3
CLUG_04806	Supercontig_1.5	1384408	1386858	+	2451	3855	322	1361	742	2000	2059	1260	2496	2286	1690
CLUG_04807	Supercontig_1.5	1387161	1389023	+	1863	1034	109	595	262	1136	1467	404	666	1066	1015
CLUG_04808	Supercontig_1.5	1389244	1389831	-	588	822	108	521	424	787	563	424	540	639	509
CLUG_04809	Supercontig_1.5	1390257	1391282	+	1026	567	61	272	209	505	446	259	394	507	388
CLUG_04810	Supercontig_1.5	1391857	1392831	-	975	698	92	456	247	575	516	336	480	549	545
CLUG_04811	Supercontig_1.5	1393102	1395879	+	2778	2955	411	1581	1211	2015	1477	1866	2175	2168	1596
CLUG_04812	Supercontig_1.5	1396360	1398087	+	1728	1331	193	735	539	1214	1136	697	954	1090	1019
CLUG_04813	Supercontig_1.5	1398537	1403243	+	4707	10699	1760	7932	5777	13608	11958	11610	9080	11895	12669
CLUG_04814	Supercontig_1.5	1403450	1404679	+	1230	718	100	369	275	467	300	336	511	518	500
CLUG_04815	Supercontig_1.5	1405416	1406909	-	1494	2088	328	1490	767	2037	2341	1516	2066	2114	1706
CLUG_04816	Supercontig_1.5	1407171	1408157	-	987	466	79	292	200	483	540	424	435	515	342
CLUG_04817	Supercontig_1.5	1408439	1419547	-	11109	2052	357	787	641	1484	1861	1394	1912	1948	1525
CLUG_04818	Supercontig_1.5	1419887	1421122	+	1236	60	4	65	80	54	49	88	75	57	30
CLUG_04819	Supercontig_1.5	1421293	1422117	-	825	5957	735	4375	6382	4442	2472	4994	6322	4731	2932
CLUG_04820	Supercontig_1.5	1423113	1424168	-	1056	11802	1723	8434	5017	10123	8380	7481	9241	8965	7400
CLUG_04821	Supercontig_1.5	1425166	1426275	-	1110	4864	673	2312	2081	2212	1717	2935	3928	3229	2693
CLUG_04822	Supercontig_1.5	1426406	1427314	+	909	18011	2474	11177	8295	7912	4806	14642	18237	12671	9319
CLUG_04823	Supercontig_1.5	1426669	1427220	-	552	13430	1775	9266	6271	5997	3948	10706	13282	9204	7754
CLUG_04824	Supercontig_1.5	1427794	1430052	+	2259	3752	574	1786	2122	2164	1778	1976	2463	2267	2152
CLUG_04825	Supercontig_1.5	1431172	1432752	+	1581	864	121	490	258	835	625	345	533	671	585
CLUG_04826	Supercontig_1.5	1432907	1436869	+	3963	6975	1009	4082	1698	5748	5966	4168	5173	5854	4658
CLUG_04827	Supercontig_1.5	1437000	1437503	+	504	4064	564	3432	3393	5758	4544	3538	4546	3573	2786
CLUG_04828	Supercontig_1.5	1438033	1441272	-	3240	2284	430	1126	643	2240	2297	2200	2169	2199	1939
CLUG_04829	Supercontig_1.5	1442818	1443534	+	717	1820	253	1194	783	2741	2560	1313	1521	1812	1629
CLUG_04830	Supercontig_1.5	1443867	1445798	-	1932	749	94	286	280	706	574	339	473	682	568
CLUG_04831	Supercontig_1.5	1445870	1448047	-	2178	5628	664	3778	4343	4001	3356	3955	5068	3596	3103
CLUG_04832	Supercontig_1.5	1448834	1449667	-	834	359	54	190	50	202	189	131	218	264	230
CLUG_04833	Supercontig_1.5	1449726	1450190	-	465	168	21	61	28	127	85	74	94	111	117
CLUG_04834	Supercontig_1.5	1450319	1451998	-	1680	1735	199	710	263	1644	1501	760	1132	1511	1093
CLUG_04835	Supercontig_1.5	1452554	1453744	+	1191	939	109	424	339	544	438	478	613	615	456
CLUG_04836	Supercontig_1.5	1453686	1454495	+	810	1513	193	732	571	1042	709	764	1026	1205	822
CLUG_04837	Supercontig_1.5	1454510	1455328	-	819	1001	127	353	317	755	562	491	782	894	643
CLUG_04838	Supercontig_1.6	673	1374	-	702	38	3	20	12	66	44	38	34	57	45
CLUG_04839	Supercontig_1.6	2776	3921	-	1146	875	95	409	303	733	567	357	508	658	598
CLUG_04840	Supercontig_1.6	4879	5781	-	903	6	1	6	2	3	0	8	6	3	0
CLUG_04841	Supercontig_1.6	8130	8984	-	855	4	0	8	8	0	7	11	1	4	1
CLUG_04842	Supercontig_1.6	13613	14752	-	1140	3	0	0	2	2	2	1	1	1	0
CLUG_04843	Supercontig_1.6	14980	15459	-	480	7	3	6	4	3	2	6	6	8	7
CLUG_04844	Supercontig_1.6	18352	20460	-	2109	346	70	268	154	323	193	405	285	329	223
CLUG_04845	Supercontig_1.6	23494	28680	-	5187	1049	183	862	685	988	887	857	895	1030	805
CLUG_04846	Supercontig_1.6	25872	27869	-	1998	0	0	0	0	0	0	0	0	0	0
CLUG_04847	Supercontig_1.6	33948	35582	-	1635	141	14	67	29	13	15	83	99	33	26
CLUG_04848	Supercontig_1.6	37769	38809	-	1041	1105	147	598	528	829	971	529	724	853	876
CLUG_04849	Supercontig_1.6	39270	39962	+	693	102	3	8	37	67	179	4	58	94	152
CLUG_04850	Supercontig_1.6	42381	45407	+	3027	22	0	4	1	6	4	12	13	15	19
CLUG_04851	Supercontig_1.6	47321	48934	+	1614	37	8	41	8	5	9	47	46	67	139
CLUG_04852	Supercontig_1.6	49959	50510	-	552	695	92	603	454	864	643	443	567	747	804
CLUG_04853	Supercontig_1.6	50902	53148	-	2247	1855	301	1021	626	1740	1744	1001	1565	1889	1780
CLUG_04854	Supercontig_1.6	53164	55161	-	1998	4373	596	1916	1329	4056	3850	2186	2851	3261	2532
CLUG_04855	Supercontig_1.6	57107	58504	+	1398	4586	527	2541	2010	4057	3462	2435	3400	3892	3496
CLUG_04856	Supercontig_1.6	58750	59463	-	714	463	68	251	237	434	355	231	324	341	340
CLUG_04857	Supercontig_1.6	59987	61435	+	1449	544	63	231	135	405	323	212	319	445	335
CLUG_04858	Supercontig_1.6	61615	62097	-	483	335	38	123	123	91	67	96	192	98	93
CLUG_04859	Supercontig_1.6	62180	62719	-	540	35	5	21	20	14	11	19	26	9	19
CLUG_04860	Supercontig_1.6	63586	66657	-	3072	7015	872	3626	2891	6210	5311	4470	5505	5923	5006
CLUG_04861	Supercontig_1.6	67538	68533	-	996	2322	278	1630	1112	3576	4356	1117	1670	2194	2466
CLUG_04862	Supercontig_1.6	67727	68551	+	825	1758	224	1184	846	2966	3209	906	1325	1767	1879
CLUG_04863	Supercontig_1.6	69350	71185	+	1836	1398	176	714	636	1568	1403	624	968	1404	1341
CLUG_04864	Supercontig_1.6	72707	74518	+	1812	6013	1489	4244	1017	3974	3737	2853	2049	5271	4204
CLUG_04865	Supercontig_1.6	76090	77820	+	1731	2075	517	1389	371	1274	1460	1027	797	1921	1543
CLUG_04866	Supercontig_1.6	78502	81159	-	2658	1231	157	638	458	869	823	720	956	1048	854
CLUG_04867	Supercontig_1.6	82005	83021	+	1017	1	0	0	0	0	0	0	0	0	0
CLUG_04868	Supercontig_1.6	82084	86571	+	4488	1210	139	502	368	801	756	493	801	924	742
CLUG_04869	Supercontig_1.6	82950	83693	-	744	177	21	72	44	124	103	65	138	120	121
CLUG_04870	Supercontig_1.6	87223	88221	+	999	572	83	348	245	534	437	294	380	368	422
CLUG_04871	Supercontig_1.6	89147	89734	-	588	303	37	185	130	251	237	155	188	227	268
CLUG_04872	Supercontig_1.6	89157	89822	+	666	567	69	402	233	430	481	264	371	396	563
CLUG_04873	Supercontig_1.6	90431	92812	+	2382	258	29	151	87	165	233	157	237	284	276
CLUG_04874	Supercontig_1.6	92998	93333	-	336	250	30	106	83	255	241	118	162	185	188
CLUG_04875	Supercontig_1.6	93515	95878	+	2364	1246	167	719	486	1148	965	713	877	1083	827
CLUG_04876	Supercontig_1.6	97307	100351	+	3045	4863	641	3104	2829	3040	2811	2913	3788	3312	3595
CLUG_04877	Supercontig_1.6	101030	103705	+	2676	306	43	223	144	406	587	205	265	363	655
CLUG_04878	Supercontig_1.6	104797	106191	-	1395	2	0	4	2	2	1	2	7	5	4
CLUG_04879	Supercontig_1.6	106508	107953	+	1446	1516	193	982	772	1225	1218	1027	1198	1244	1427
CLUG_04880	Supercontig_1.6	108705	109121	+	417	1437	158	969	586	1262	1192	731	1034	1170	1230
CLUG_04881	Supercontig_1.6	110950	112134	-	1185	3624	508	3367	985	1582	1715	3525	3589	2587	4055
CLUG_04882	Supercontig_1.6	111013	112263	+	1251	3382	486	3259	971	1483	1593	3507	3451	2566	4039
CLUG_04883	Supercontig_1.6	112769	113236	-	468	15	2	19	7	17	21	13	9	11	11
CLUG_04884	Supercontig_1.6	114315	116570	+	2256	704	76	531	353	698	779	319	566	698	887
CLUG_04885	Supercontig_1.6	114360	116582	-	2223	765	77	560	378	734	846	333	607	730	938
CLUG_04886	Supercontig_1.6	119645	120181	+	537	136	12	60	63	47	28	80	89	44	31
CLUG_04887	Supercontig_1.6	120314	120766	-	453	35616	4921	34147	19685	28434	22540	19863	23156	21179	23703
CLUG_04888	Supercontig_1.6	122671	123360	+	690	780	79	584	416	617	733	311	502	627	928
CLUG_04889	Supercontig_1.6	125171	125836	+	666	2655	315	2171	1248	2138	2407	1424	1694	1693	2658
CLUG_04890	Supercontig_1.6	126959	130354	+	3396	958	129	399	362	598	632	373	762	882	918
CLUG_04891	Supercontig_1.6	131248	131877	+	630	1	0	0	0	0	0	0	0	0	0
CLUG_04892	Supercontig_1.6	132627	133379	+	753	1	0	0	0	0	0	0	0	0	0
CLUG_04893	Supercontig_1.6	134633	137350	+	2718	3235	427	2454	1503	2475	2481	2110	2747	2871	2815
CLUG_04894	Supercontig_1.6	137424	138791	-	1368	1696	195	921	350	1230	1334	935	1210	1316	1233
CLUG_04895	Supercontig_1.6	140112	141098	+	987	10	0	5	3	0	2	1	14	4	2
CLUG_04896	Supercontig_1.6	143102	143968	+	867	3	0	6	2	0	3	2	1	13	10
CLUG_04897	Supercontig_1.6	146532	147380	+	849	3	0	3	0	0	2	0	2	3	7
CLUG_04898	Supercontig_1.6	148021	149259	-	1239	1704	262	1331	882	1506	2122	1168	1613	1640	2417
CLUG_04899	Supercontig_1.6	151548	152771	-	1224	47	9	98	48	35	109	25	45	67	145
CLUG_04900	Supercontig_1.6	153618	154115	-	498	16	9	14	12	4	6	22	8	9	10
CLUG_04901	Supercontig_1.6	154491	155081	-	591	2054	614	958	680	594	296	2159	1406	969	748
CLUG_04902	Supercontig_1.6	157567	158946	+	1380	127	23	69	54	117	132	61	98	95	89
CLUG_04903	Supercontig_1.6	159886	161007	+	1122	1746	279	1033	694	1832	1542	986	1561	1914	1763
CLUG_04904	Supercontig_1.6	161648	163576	+	1929	754	87	280	150	1404	1386	348	526	1291	831
CLUG_04905	Supercontig_1.6	163768	167127	-	3360	4371	592	3029	1440	4350	4629	2730	3331	4053	3899
CLUG_04906	Supercontig_1.6	168022	169170	+	1149	19790	3286	15487	8093	55190	55849	17774	22695	36811	27633
CLUG_04907	Supercontig_1.6	169647	170378	-	732	584	66	291	213	569	446	232	384	534	602
CLUG_04908	Supercontig_1.6	169890	170369	+	480	298	38	140	96	314	276	87	174	228	278
CLUG_04909	Supercontig_1.6	172822	174534	-	1713	31431	2394	5624	9248	21015	13866	5468	9604	17695	23459
CLUG_04910	Supercontig_1.6	173122	174498	+	1377	25122	1891	4196	7331	16571	11024	4286	7716	13901	18305
CLUG_04911	Supercontig_1.6	176492	182452	-	5961	7049	841	3330	2483	4510	4210	3133	4516	4710	3761
CLUG_04912	Supercontig_1.6	184544	185773	-	1230	3700	445	1975	702	2273	2898	1564	2281	2530	2730
CLUG_04913	Supercontig_1.6	184808	185404	+	597	414	56	188	74	290	274	217	305	301	271
CLUG_04914	Supercontig_1.6	184905	185372	+	468	0	0	0	0	0	0	0	0	0	0
CLUG_04915	Supercontig_1.6	188108	189724	-	1617	4339	555	3229	2276	4358	5927	2429	3292	3707	4701
CLUG_04916	Supercontig_1.6	190698	191168	-	471	696	100	482	354	1730	1995	413	530	1077	958
CLUG_04917	Supercontig_1.6	190732	191244	+	513	766	113	522	373	1884	2161	425	568	1153	1058
CLUG_04918	Supercontig_1.6	191570	193354	-	1785	634	91	300	210	629	593	256	438	638	529
CLUG_04919	Supercontig_1.6	193909	196368	-	2460	2263	259	1195	1211	1697	1558	1000	1619	1659	1406
CLUG_04920	Supercontig_1.6	197828	200389	+	2562	244	22	133	120	327	427	101	199	270	328
CLUG_04921	Supercontig_1.6	198792	199289	+	498	0	0	0	0	0	0	0	0	0	0
CLUG_04922	Supercontig_1.6	200484	202157	+	1674	1837	239	1106	883	1892	1617	959	1309	1748	1405
CLUG_04923	Supercontig_1.6	202174	202641	-	468	1126	146	732	440	747	474	706	759	641	379
CLUG_04924	Supercontig_1.6	202826	205609	-	2784	3384	439	1604	1303	2864	2486	1732	2223	2767	2016
CLUG_04925	Supercontig_1.6	206185	207399	-	1215	8302	1032	4744	3972	5466	4041	5167	6692	5352	4490
CLUG_04926	Supercontig_1.6	208512	210101	+	1590	792	99	626	342	863	1707	361	615	742	1333
CLUG_04927	Supercontig_1.6	208614	210104	-	1491	779	92	603	339	853	1660	347	582	726	1306
CLUG_04928	Supercontig_1.6	212006	213568	-	1563	862	133	660	370	768	1020	614	796	827	788
CLUG_04929	Supercontig_1.6	215281	216090	+	810	12440	1057	7114	7626	8241	7906	7043	10470	8048	8030
CLUG_04930	Supercontig_1.6	215520	216005	-	486	5431	473	3587	3617	3466	4196	2740	4221	3467	4220
CLUG_04931	Supercontig_1.6	217836	219599	-	1764	3872	353	1501	2372	4486	5987	1607	2834	3774	3828
CLUG_04932	Supercontig_1.6	218130	219707	+	1578	4254	403	1623	2613	4941	6303	1779	3184	4253	4094
CLUG_04933	Supercontig_1.6	220762	221811	+	1050	2628	382	2040	1370	4023	3850	2169	2145	2751	3743
CLUG_04934	Supercontig_1.6	222953	224347	+	1395	2623	284	1530	1182	1810	2568	1078	1730	1726	2231
CLUG_04935	Supercontig_1.6	225823	227250	+	1428	718	83	294	244	426	433	319	425	459	520
CLUG_04936	Supercontig_1.6	226279	227535	-	1257	1169	128	432	408	823	716	491	734	826	697
CLUG_04937	Supercontig_1.6	227282	227677	+	396	1256	152	551	441	1135	941	533	798	1021	842
CLUG_04938	Supercontig_1.6	228487	232131	-	3645	8158	1017	5012	4316	6661	5330	5214	6638	6461	5498
CLUG_04939	Supercontig_1.6	233323	235032	-	1710	4453	587	3024	2285	4925	4969	2748	3431	3971	4087
CLUG_04940	Supercontig_1.6	236417	236869	-	453	74	20	49	58	8	6	66	98	32	19
CLUG_04941	Supercontig_1.6	236551	237189	-	639	171	39	136	145	34	25	169	207	70	87
CLUG_04942	Supercontig_1.6	237473	239224	-	1752	781	166	1016	861	796	739	1026	1162	775	870
CLUG_04943	Supercontig_1.6	237892	238356	-	465	0	0	0	0	0	0	0	0	0	0
CLUG_04944	Supercontig_1.6	237938	238663	+	726	218	53	411	265	198	329	235	257	185	365
CLUG_04945	Supercontig_1.6	241508	242107	+	600	11005	1907	12550	7967	2130	2160	11603	10756	3908	4891
CLUG_04946	Supercontig_1.6	242230	242721	-	492	1000	194	863	758	219	151	1400	1169	454	342
CLUG_04947	Supercontig_1.6	243145	244257	+	1113	2416	375	2292	1295	800	988	1807	1847	1214	1990
CLUG_04948	Supercontig_1.6	243343	244434	-	1092	2375	370	2303	1275	784	1007	1800	1836	1225	2000
CLUG_04949	Supercontig_1.6	244524	245018	+	495	1257	192	1079	645	1367	1517	776	803	1131	1377
CLUG_04950	Supercontig_1.6	244626	245150	-	525	1293	188	1044	637	1347	1510	774	812	1081	1352
CLUG_04951	Supercontig_1.6	246238	247257	-	1020	54	5	77	36	43	39	42	44	41	55
CLUG_04952	Supercontig_1.6	248127	250409	+	2283	1353	222	1001	626	783	548	1030	841	933	848
CLUG_04953	Supercontig_1.6	251558	253195	+	1638	2532	332	1373	715	1622	1553	1183	1652	1665	1466
CLUG_04954	Supercontig_1.6	253325	254020	-	696	729	99	448	242	991	1313	417	762	946	884
CLUG_04955	Supercontig_1.6	254130	255746	-	1617	17	3	8	3	11	10	9	13	17	7
CLUG_04956	Supercontig_1.6	256941	257420	+	480	1184	72	287	547	1313	1835	322	770	1118	1095
CLUG_04957	Supercontig_1.6	256983	257306	-	324	995	50	184	419	1179	1718	204	594	977	958
CLUG_04958	Supercontig_1.6	257515	259467	-	1953	27100	3860	18784	19383	14996	12334	17055	20880	14360	16481
CLUG_04959	Supercontig_1.6	260220	263486	+	3267	2663	330	1293	1312	1708	1327	1371	1808	1836	1459
CLUG_04960	Supercontig_1.6	263633	266110	+	2478	2485	473	1435	938	2640	2571	1527	2243	2776	2181
CLUG_04961	Supercontig_1.6	268047	269711	+	1665	3998	618	4407	4216	5692	4479	4956	4978	5536	4400
CLUG_04962	Supercontig_1.6	270080	271129	+	1050	3463	657	4445	3533	6109	4844	4144	3773	4338	3756
CLUG_04963	Supercontig_1.6	271248	272189	+	942	4249	442	2871	4950	4447	3834	2384	3095	5052	3439
CLUG_04964	Supercontig_1.6	272827	273138	+	312	1994	134	460	1002	2077	2978	489	1346	2225	1964
CLUG_04965	Supercontig_1.6	273250	274062	-	813	668	97	339	233	1404	1789	352	380	935	888
CLUG_04966	Supercontig_1.6	274959	278060	+	3102	11217	1428	7513	8677	8785	7218	7808	9203	8729	7749
CLUG_04967	Supercontig_1.6	282980	283528	-	549	1271	160	760	432	1411	1245	636	921	1237	1101
CLUG_04968	Supercontig_1.6	285264	285992	+	729	26176	1884	6912	6794	11563	7807	7801	13701	9695	6942
CLUG_04969	Supercontig_1.6	286360	287322	+	963	2604	307	871	728	1426	1135	1034	1580	1615	1101
CLUG_04970	Supercontig_1.6	287663	288451	+	789	3535	453	1418	1145	2297	1506	1769	2405	2495	1598
CLUG_04971	Supercontig_1.6	288569	289690	-	1122	2160	303	1597	932	2859	2277	1503	1504	2080	2025
CLUG_04972	Supercontig_1.6	290908	291690	+	783	2414	263	1081	900	2279	1739	1203	1760	1960	1530
CLUG_04973	Supercontig_1.6	291800	294859	-	3060	2391	340	1164	762	2052	1940	1082	1586	2015	1706
CLUG_04974	Supercontig_1.6	295080	297254	-	2175	2371	227	1037	1074	1377	1145	1061	1728	1500	1251
CLUG_04975	Supercontig_1.6	297784	298959	-	1176	5082	752	4356	3246	5246	4014	4796	5253	4776	4579
CLUG_04976	Supercontig_1.6	299217	300068	-	852	2037	289	1031	651	3242	2577	1254	1547	2716	1902
CLUG_04977	Supercontig_1.6	300824	302161	+	1338	5577	614	2744	2211	7649	6756	2802	4179	6011	4638
CLUG_04978	Supercontig_1.6	302380	303495	+	1116	566	68	289	194	732	638	253	466	686	566
CLUG_04979	Supercontig_1.6	304703	305386	+	684	17616	2041	13582	12584	16695	14996	12532	14966	13176	12923
CLUG_04980	Supercontig_1.6	305778	307145	-	1368	11488	1462	5362	6185	7992	7849	5374	6749	7162	6895
CLUG_04981	Supercontig_1.6	308717	310366	+	1650	2708	374	2343	1926	2548	2389	2277	2304	2511	2450
CLUG_04982	Supercontig_1.6	310873	311514	+	642	1	0	0	1	0	1	4	1	5	5
CLUG_04983	Supercontig_1.6	310933	311526	-	594	1	0	0	1	0	2	3	2	3	5
CLUG_04984	Supercontig_1.6	312578	313660	+	1083	208	24	81	76	35	33	94	117	88	62
CLUG_04985	Supercontig_1.6	314240	316177	-	1938	14878	1777	9546	8499	10311	8436	7509	10471	9168	9853
CLUG_04986	Supercontig_1.6	316867	317184	-	318	558	55	356	215	526	510	321	335	371	550
CLUG_04987	Supercontig_1.6	316884	317381	+	498	526	44	310	189	487	447	275	293	311	472
CLUG_04988	Supercontig_1.6	317439	323195	+	5757	4224	597	1932	1502	2449	2144	2169	2876	2509	2337
CLUG_04989	Supercontig_1.6	323289	328568	-	5280	2985	408	1581	1165	2139	2198	1692	2231	2230	2028
CLUG_04990	Supercontig_1.6	330304	331479	+	1176	3091	414	2554	1500	4285	4526	2440	2520	3241	3494
CLUG_04991	Supercontig_1.6	332866	333885	+	1020	2219	392	1797	482	741	715	115	118	51	59
CLUG_04992	Supercontig_1.6	336441	338429	-	1989	2302	242	993	855	1985	1580	1007	1705	1888	1443
CLUG_04993	Supercontig_1.6	339231	339932	-	702	906	108	470	367	697	670	403	550	676	736
CLUG_04994	Supercontig_1.6	340741	344832	-	4092	4587	605	2663	2207	3679	3609	2644	3449	3985	3619
CLUG_04995	Supercontig_1.6	346796	348211	+	1416	26502	4965	15268	14086	21833	16411	23030	23655	24535	16972
CLUG_04996	Supercontig_1.6	346850	348178	-	1329	25519	4824	14674	13649	21230	15776	22563	22776	23784	16397
CLUG_04997	Supercontig_1.6	349167	350123	+	957	913	145	677	360	1203	926	634	712	914	897
CLUG_04998	Supercontig_1.6	350909	351547	+	639	1721	177	966	730	1738	1166	1003	1330	1487	1190
CLUG_04999	Supercontig_1.6	351053	351586	-	534	1641	166	892	702	1636	1090	929	1246	1374	1113
CLUG_05000	Supercontig_1.6	352135	352860	-	726	2948	366	1914	1384	2574	2611	1844	2175	2346	2741
